order_id,product_id,quantity,unit_price
O100901,P101428,2,374.26
O100902,P100788,1,431.68
O100902,P100483,2,184.74
O100902,P101806,2,158.02
O100902,P101842,1,213.47
O100902,P100507,2,403.97
O100903,P101212,3,357.63
O100903,P100055,2,264.76
O100903,P100901,3,30.62
O100903,P101674,2,70.71
O100904,P101122,1,71.07
O100905,P100861,2,189.74
O100905,P100973,3,52.87
O100906,P101258,1,66.53
O100907,P101040,3,149.3
O100907,P100673,1,432.26
O100907,P100674,3,337.72
O100907,P101692,1,233.69
O100908,P101172,2,435.89
O100908,P101392,1,126.64
O100909,P101778,3,113.94
O100909,P100818,1,402.67
O100909,P100644,3,139.18
O100909,P100044,3,346.28
O100909,P101169,1,252.06
O100910,P101422,2,45.96
O100911,P100865,3,31.31
O100911,P101116,2,78.19
O100911,P100906,1,88.65
O100911,P100421,1,38.23
O100911,P101561,1,173.52
O100912,P101183,3,357.56
O100912,P100030,2,169.56
O100913,P101190,1,320.89
O100913,P101042,3,406.41
O100913,P101160,3,250.11
O100913,P101004,1,427.29
O100913,P100857,3,84.76
O100914,P101582,1,327.79
O100914,P100937,3,459.57
O100915,P101093,2,475.03
O100916,P101250,2,134.83
O100916,P101202,2,200.0
O100916,P100422,3,336.88
O100917,P101406,3,381.75
O100917,P101810,1,364.88
O100917,P100486,2,321.93
O100917,P101310,3,129.93
O100917,P100231,2,10.85
O100918,P101250,2,138.92
O100918,P100779,3,91.7
O100918,P101263,2,377.22
O100918,P100899,1,308.49
O100918,P100529,3,50.34
O100919,P100475,3,382.83
O100919,P101520,2,194.04
O100919,P100502,1,409.34
O100920,P100954,3,464.42
O100921,P100965,3,313.14
O100921,P100011,2,360.36
O100921,P101953,3,247.56
O100921,P100454,3,103.17
O100922,P101187,1,39.16
O100922,P101332,2,286.81
O100922,P101189,3,345.76
O100922,P101845,3,184.36
O100922,P100672,1,61.63
O100923,P101586,1,268.79
O100923,P100111,3,162.36
O100923,P100844,3,424.12
O100923,P100913,1,200.55
O100924,P101288,3,254.05
O100924,P101311,1,345.51
O100924,P100823,1,84.74
O100924,P101230,2,158.79
O100924,P101333,2,50.22
O100925,P100668,1,324.64
O100925,P100039,2,277.06
O100925,P101039,3,37.34
O100925,P100694,3,74.37
O100925,P101324,2,134.71
O100926,P100154,2,351.93
O100927,P101919,3,233.48
O100927,P101472,3,31.61
O100927,P100788,1,426.17
O100927,P100967,2,253.61
O100928,P101141,1,25.96
O100929,P100491,3,451.31
O100930,P101301,1,481.36
O100931,P100398,3,31.62
O100931,P100541,2,85.08
O100931,P100667,3,58.85
O100931,P101333,1,49.24
O100932,P101068,3,153.0
O100932,P100992,1,52.89
O100932,P100022,3,341.6
O100933,P100610,1,52.72
O100933,P100765,1,174.02
O100934,P101199,1,142.27
O100935,P101959,1,155.21
O100935,P100509,1,455.67
O100936,P101167,2,162.08
O100936,P101671,3,33.82
O100936,P101249,2,439.12
O100937,P100001,1,205.98
O100937,P100601,1,18.45
O100937,P100272,3,382.09
O100937,P100720,2,285.95
O100938,P100523,3,27.94
O100938,P101433,3,55.73
O100938,P101617,2,160.68
O100938,P100570,3,65.49
O100939,P101789,2,284.26
O100939,P100557,3,48.13
O100940,P100721,3,257.9
O100941,P100509,3,464.94
O100941,P101923,3,417.18
O100941,P100311,1,238.37
O100941,P100472,2,106.05
O100942,P101652,2,321.14
O100942,P101279,3,63.46
O100942,P101198,1,270.39
O100942,P101190,2,314.32
O100943,P101982,3,101.91
O100943,P100276,3,342.7
O100943,P100525,1,27.94
O100943,P100792,1,130.6
O100944,P101154,3,188.94
O100944,P100786,2,287.18
O100944,P101979,2,218.89
O100944,P101165,3,292.81
O100945,P101827,2,373.26
O100945,P101208,3,190.36
O100946,P101204,3,294.17
O100946,P101948,3,319.04
O100947,P100656,3,354.69
O100947,P101771,2,341.41
O100948,P101454,2,118.29
O100948,P100383,2,463.2
O100948,P100888,1,293.69
O100948,P100505,2,434.22
O100949,P101071,2,352.79
O100950,P100195,2,354.47
O100950,P101081,3,445.59
O100951,P100173,1,300.34
O100951,P100824,1,432.01
O100951,P101836,1,386.88
O100951,P100101,3,140.02
O100951,P101430,2,315.18
O100952,P101720,3,192.48
O100952,P101933,1,24.92
O100953,P101517,3,211.21
O100953,P101746,1,134.78
O100953,P101497,3,121.71
O100954,P100242,1,264.04
O100954,P101662,3,214.76
O100954,P100311,3,235.57
O100955,P100271,1,418.08
O100955,P101106,2,324.72
O100955,P101705,3,350.73
O100955,P100327,3,436.03
O100956,P100607,1,175.9
O100956,P101985,3,457.29
O100957,P101062,1,449.96
O100958,P100063,3,355.76
O100958,P100873,2,453.57
O100959,P101274,2,114.4
O100960,P100820,1,452.66
O100960,P101164,3,267.42
O100960,P101672,1,45.16
O100960,P101755,2,140.73
O100960,P100269,1,96.91
O100961,P100503,3,409.93
O100961,P100918,3,104.42
O100961,P100205,3,116.79
O100962,P100983,1,111.02
O100962,P101334,3,140.57
O100962,P101579,2,37.68
O100963,P100634,1,183.2
O100964,P101005,2,371.78
O100964,P100334,2,373.11
O100964,P100148,3,17.05
O100965,P100646,2,335.84
O100965,P100106,2,335.15
O100965,P100402,3,389.35
O100965,P101016,2,25.65
O100965,P100858,1,407.07
O100966,P101978,1,290.81
O100966,P100683,3,283.22
O100967,P101223,3,395.73
O100967,P100406,3,183.82
O100967,P100430,2,37.52
O100967,P100610,3,50.13
O100967,P100601,2,18.25
O100968,P100586,3,94.62
O100968,P101596,2,254.83
O100968,P100052,2,143.99
O100968,P101094,2,152.43
O100969,P100645,1,168.6
O100969,P101812,1,85.69
O100970,P100846,2,376.45
O100970,P101550,3,326.32
O100970,P100965,3,286.91
O100970,P101881,3,275.15
O100971,P100183,2,211.25
O100971,P101968,3,354.6
O100971,P101102,3,218.11
O100972,P100720,2,285.03
O100972,P100523,1,27.51
O100972,P100150,3,101.9
O100973,P100002,2,261.82
O100973,P101519,1,263.76
O100973,P101654,1,51.21
O100973,P101710,2,451.61
O100973,P101471,3,230.71
O100974,P100509,3,479.68
O100974,P101887,2,399.47
O100974,P101007,2,192.22
O100975,P100023,3,270.09
O100975,P101697,1,473.32
O100975,P100653,2,299.99
O100976,P100037,1,436.72
O100976,P101614,3,309.93
O100976,P100364,1,326.32
O100977,P101394,1,25.64
O100978,P101574,1,154.43
O100978,P101512,3,18.96
O100978,P101052,2,122.15
O100978,P101114,3,149.35
O100979,P101286,3,450.88
O100979,P101351,2,211.29
O100979,P100025,1,162.9
O100980,P101245,3,343.39
O100980,P101988,2,243.01
O100981,P101452,3,255.18
O100981,P100417,3,145.75
O100981,P101476,2,309.57
O100981,P100113,1,331.36
O100982,P100614,2,96.56
O100982,P101030,3,134.23
O100982,P101560,2,140.2
O100982,P101035,3,107.91
O100983,P100989,1,282.05
O100983,P100084,3,288.83
O100983,P101227,3,406.95
O100983,P101107,3,31.33
O100983,P101288,2,277.51
O100984,P100188,1,228.69
O100985,P101660,2,444.8
O100985,P100197,2,283.46
O100986,P100693,3,298.89
O100986,P100333,2,364.5
O100986,P101347,1,437.29
O100986,P101343,2,347.63
O100986,P100931,3,266.29
O100987,P100300,1,135.84
O100987,P101230,2,160.92
O100988,P100977,2,87.5
O100988,P100570,2,68.86
O100988,P101429,1,132.29
O100988,P101390,3,179.51
O100989,P100163,2,330.0
O100989,P100592,2,38.56
O100990,P101172,2,460.75
O100990,P101180,2,164.73
O100990,P101623,2,483.85
O100990,P100835,1,49.14
O100990,P100368,1,261.26
O100991,P100769,1,121.6
O100991,P101999,1,375.32
O100991,P100787,1,82.01
O100991,P100616,1,205.36
O100991,P100995,3,292.76
O100992,P100442,2,440.12
O100993,P100677,1,262.63
O100994,P100811,2,382.62
O100995,P100759,1,64.35
O100996,P101816,3,102.78
O100996,P101296,2,272.45
O100996,P100016,3,29.76
O100996,P100247,1,159.08
O100996,P101201,1,111.37
O100997,P100120,3,13.72
O100997,P100059,1,187.7
O100998,P101245,2,343.43
O100999,P101571,2,422.85
O100999,P101164,2,261.35
O101000,P100473,1,249.25
O101000,P101688,1,490.25
O101000,P100085,1,390.45
O101001,P100881,1,287.55
O101001,P101980,2,442.47
O101001,P101668,2,255.14
O101001,P101354,2,140.62
O101001,P100559,3,347.4
O101002,P100089,2,144.79
O101002,P101140,3,325.22
O101003,P101895,2,91.82
O101003,P100185,1,475.3
O101003,P101291,3,372.01
O101004,P101219,2,272.85
O101004,P100717,3,30.78
O101004,P101815,2,312.45
O101004,P100815,2,67.69
O101004,P100343,3,73.97
O101005,P100305,1,105.68
O101005,P101013,1,221.32
O101005,P100834,2,34.53
O101006,P100210,2,51.74
O101006,P100634,3,176.24
O101006,P100916,1,36.52
O101006,P101768,3,55.09
O101007,P101846,2,408.14
O101007,P100402,2,416.11
O101007,P100128,2,203.69
O101007,P100055,1,261.73
O101008,P101394,1,24.25
O101008,P100471,3,319.77
O101009,P100866,2,135.96
O101010,P100866,1,129.56
O101010,P100901,3,30.12
O101010,P100264,1,167.38
O101011,P100428,1,369.56
O101012,P100905,3,219.5
O101012,P101453,2,238.04
O101012,P101498,3,375.06
O101013,P101392,2,126.62
O101014,P101195,1,339.06
O101014,P100942,1,446.65
O101014,P101505,1,113.48
O101014,P101909,3,47.72
O101015,P100814,2,368.08
O101015,P101918,2,24.12
O101015,P100828,3,87.34
O101015,P100676,2,444.15
O101015,P101134,1,326.03
O101016,P101461,3,358.03
O101016,P101284,3,78.94
O101016,P100810,3,54.12
O101017,P101406,2,374.09
O101017,P100380,1,142.2
O101017,P101421,2,482.27
O101018,P101110,2,156.23
O101019,P101650,3,196.97
O101020,P100335,1,26.19
O101020,P100885,2,396.2
O101021,P101741,1,32.02
O101021,P101236,3,290.5
O101022,P100430,3,41.49
O101022,P100829,2,310.46
O101023,P101778,3,115.87
O101023,P100659,1,461.61
O101024,P101914,2,197.38
O101024,P101760,3,271.68
O101024,P100528,1,388.11
O101024,P101880,1,264.66
O101025,P100458,3,246.54
O101025,P100692,3,336.08
O101026,P100488,3,110.51
O101026,P101178,1,325.8
O101027,P100133,2,378.15
O101028,P101558,1,216.91
O101028,P100600,1,176.86
O101029,P101013,3,215.52
O101029,P101210,3,216.23
O101029,P101245,1,360.37
O101030,P100678,2,67.81
O101030,P100672,2,64.91
O101030,P100259,2,98.43
O101030,P101896,2,218.52
O101031,P101412,3,225.35
O101031,P100413,3,212.53
O101031,P100254,1,423.98
O101031,P101704,2,224.48
O101031,P100503,1,399.13
O101032,P101584,2,372.58
O101032,P101484,1,13.55
O101033,P100920,2,143.87
O101033,P100417,1,148.55
O101033,P101486,3,22.43
O101033,P100069,2,17.15
O101034,P101495,2,14.52
O101034,P101643,2,213.27
O101034,P101143,2,345.04
O101035,P101633,1,158.55
O101035,P100641,1,360.69
O101035,P101630,2,14.45
O101035,P100589,1,311.21
O101036,P101311,2,357.82
O101037,P101490,1,377.77
O101037,P101015,2,252.91
O101037,P101327,2,352.98
O101038,P101036,1,216.6
O101038,P100860,1,436.77
O101038,P101896,1,230.66
O101039,P101700,1,92.81
O101039,P100081,1,275.01
O101039,P100390,3,137.77
O101039,P100730,3,153.5
O101040,P101808,2,49.64
O101040,P101492,1,453.5
O101040,P100917,2,407.55
O101040,P100994,3,84.16
O101041,P101070,1,184.97
O101042,P101391,2,154.65
O101042,P101717,3,81.14
O101042,P101724,3,203.76
O101042,P100527,3,12.83
O101042,P101036,2,207.56
O101043,P101820,2,23.74
O101043,P100029,2,13.05
O101043,P101639,3,368.44
O101043,P101686,2,12.11
O101043,P100893,2,328.82
O101044,P101526,1,412.92
O101044,P100526,2,117.04
O101045,P100321,3,164.44
O101046,P101649,3,179.7
O101046,P101775,1,209.04
O101046,P100590,3,373.1
O101046,P100466,2,305.81
O101046,P101433,1,52.14
O101047,P100894,3,474.62
O101047,P101882,1,283.21
O101047,P100395,3,313.64
O101047,P101440,2,202.33
O101048,P100353,3,451.42
O101048,P100814,3,349.48
O101048,P101032,3,41.4
O101049,P101585,3,147.53
O101049,P101861,1,240.73
O101049,P101076,3,55.78
O101049,P100989,1,274.21
O101049,P101119,2,420.17
O101050,P100101,2,136.08
O101050,P101497,1,130.13
O101050,P100523,3,27.62
O101050,P100820,2,432.21
O101050,P101177,3,29.38
O101051,P100801,1,161.42
O101051,P100664,3,327.58
O101051,P100908,3,150.22
O101052,P100394,3,82.46
O101052,P101988,1,258.03
O101052,P101757,2,314.07
O101052,P100808,1,195.56
O101053,P100121,3,150.67
O101053,P100854,1,195.85
O101053,P100271,1,396.61
O101053,P100660,2,170.84
O101053,P101500,2,335.07
O101054,P101947,2,273.81
O101054,P101362,3,494.06
O101054,P100660,2,168.26
O101054,P100734,2,339.11
O101055,P100521,2,210.43
O101055,P100011,1,338.6
O101056,P100914,2,104.44
O101056,P101657,2,151.98
O101056,P101752,1,216.55
O101056,P100117,2,411.2
O101056,P100783,2,442.52
O101057,P100315,1,153.43
O101058,P100532,1,266.85
O101058,P101205,3,357.95
O101058,P100606,1,224.51
O101059,P100412,3,396.19
O101059,P101094,2,139.31
O101060,P101713,2,198.17
O101060,P101776,1,79.52
O101061,P100040,1,168.42
O101061,P100093,3,267.17
O101061,P101918,2,22.42
O101061,P100434,3,427.44
O101062,P100355,1,230.24
O101063,P101497,1,128.02
O101063,P101507,3,276.37
O101063,P101246,2,174.69
O101064,P100551,3,406.34
O101064,P101195,2,350.66
O101065,P100974,3,233.16
O101065,P101729,3,201.22
O101065,P100276,2,353.53
O101065,P100313,3,174.21
O101065,P100429,2,190.74
O101066,P101078,1,157.09
O101066,P101872,1,342.58
O101066,P100724,2,182.06
O101067,P100612,3,65.66
O101067,P100029,3,12.68
O101067,P101311,3,363.74
O101067,P101173,2,21.89
O101068,P101197,3,245.94
O101068,P100092,1,337.54
O101068,P100885,1,393.06
O101069,P100513,2,342.33
O101069,P101785,1,406.36
O101069,P101985,1,443.3
O101069,P101086,3,7.5
O101069,P100286,2,166.95
O101070,P101723,1,348.5
O101070,P101729,2,186.47
O101070,P100465,1,22.9
O101070,P100901,3,31.44
O101070,P100585,3,278.53
O101071,P101248,2,211.39
O101071,P100232,3,191.31
O101071,P101051,2,60.39
O101072,P101477,1,436.48
O101072,P101025,3,342.23
O101072,P100264,3,168.54
O101072,P101313,3,105.72
O101072,P101426,3,398.52
O101073,P100217,3,298.27
O101073,P100501,3,430.79
O101073,P100344,2,425.44
O101074,P101479,3,220.41
O101074,P101275,2,98.43
O101074,P100860,2,433.1
O101075,P100429,1,200.09
O101075,P100908,1,157.19
O101075,P100786,2,280.57
O101075,P101209,1,278.55
O101075,P101315,3,175.1
O101076,P101662,3,224.44
O101077,P100959,3,276.07
O101078,P101595,1,143.81
O101078,P101686,2,12.17
O101078,P101153,2,382.17
O101079,P101215,1,284.48
O101079,P101900,1,103.9
O101079,P100942,3,426.67
O101079,P101338,2,109.34
O101079,P101279,3,67.09
O101080,P100310,1,213.69
O101081,P100115,1,387.89
O101081,P101631,2,171.24
O101081,P100558,3,41.69
O101081,P101306,2,109.81
O101081,P101819,3,73.02
O101082,P100914,3,102.26
O101082,P100531,1,272.66
O101082,P100911,2,305.7
O101082,P100642,1,151.48
O101083,P101676,3,226.65
O101084,P101726,2,81.81
O101085,P101053,1,413.29
O101085,P100132,2,203.91
O101085,P100118,3,69.49
O101085,P100756,3,410.69
O101086,P100343,2,74.21
O101086,P100430,3,38.44
O101086,P101048,2,141.66
O101086,P101075,1,368.28
O101087,P101403,2,394.22
O101088,P100487,3,97.28
O101088,P100222,1,190.89
O101089,P100057,3,11.16
O101089,P101511,1,334.5
O101089,P101653,3,352.73
O101089,P101901,3,251.94
O101089,P101105,3,365.39
O101090,P101046,1,167.06
O101091,P101328,2,266.75
O101092,P100794,3,61.01
O101092,P101977,3,395.18
O101092,P100242,1,271.23
O101092,P100270,1,141.84
O101093,P101207,3,334.64
O101093,P101133,3,180.15
O101094,P100562,3,372.6
O101094,P101904,2,378.74
O101095,P101847,2,410.89
O101095,P100496,3,335.2
O101095,P100861,2,178.99
O101095,P101046,3,160.22
O101095,P101062,3,480.73
O101096,P100692,2,356.29
O101096,P100027,2,424.0
O101097,P101568,1,252.64
O101098,P100205,2,115.53
O101098,P101294,1,37.07
O101099,P100901,3,32.92
O101099,P100732,1,7.64
O101099,P101074,2,19.52
O101100,P101057,2,93.82
O101100,P100573,2,418.97
O101101,P101042,3,412.19
O101101,P101990,1,295.24
O101101,P100631,2,119.93
O101102,P101541,1,396.84
O101103,P101742,1,334.28
O101103,P101097,2,254.61
O101103,P101285,2,311.42
O101104,P101232,1,162.37
O101104,P101193,3,99.82
O101104,P101787,2,389.13
O101104,P101101,1,178.05
O101104,P100291,1,49.11
O101105,P101647,3,362.94
O101105,P100873,3,438.62
O101105,P100843,2,229.4
O101106,P100050,1,483.49
O101106,P100866,3,136.62
O101106,P101953,2,262.06
O101107,P100884,1,69.5
O101108,P100653,2,303.33
O101108,P101021,3,46.93
O101108,P101778,1,109.26
O101108,P101935,2,270.64
O101108,P101446,1,368.77
O101109,P101356,2,411.19
O101109,P101042,2,445.87
O101110,P101455,1,148.55
O101110,P101699,1,423.16
O101111,P101887,3,426.63
O101111,P101315,1,192.62
O101111,P100464,1,108.02
O101112,P100769,3,121.73
O101113,P100710,3,354.57
O101113,P101100,1,254.57
O101113,P101632,2,148.02
O101113,P100955,1,28.39
O101113,P101627,2,361.92
O101114,P100796,1,437.41
O101114,P100707,3,65.64
O101114,P100730,3,144.72
O101115,P101887,3,418.91
O101116,P100235,2,90.14
O101116,P100006,2,357.51
O101116,P100330,1,255.86
O101116,P101360,1,337.59
O101116,P101130,1,149.38
O101117,P101825,1,310.07
O101117,P101563,2,219.12
O101117,P101367,2,11.25
O101118,P101444,3,349.08
O101119,P100416,3,278.83
O101119,P100921,2,219.69
O101119,P100263,3,113.73
O101119,P101760,1,268.39
O101119,P100591,3,475.66
O101120,P101988,1,255.79
O101120,P100058,1,209.08
O101121,P101985,3,427.94
O101121,P101486,3,22.16
O101121,P101448,1,403.01
O101122,P100851,2,175.63
O101122,P100252,3,249.78
O101123,P100847,2,478.94
O101123,P100003,1,416.87
O101123,P101529,2,89.51
O101123,P100569,1,277.92
O101124,P100275,1,81.99
O101125,P100550,3,468.78
O101125,P100081,1,280.48
O101126,P101485,2,22.57
O101126,P101134,1,350.72
O101127,P100733,3,175.5
O101127,P100192,2,87.11
O101127,P101258,1,63.51
O101127,P101301,2,446.77
O101128,P100246,2,32.57
O101128,P101263,1,353.85
O101128,P101591,2,259.94
O101128,P100622,2,444.59
O101129,P101805,2,188.97
O101129,P101656,2,158.09
O101129,P100225,3,89.32
O101129,P101002,1,35.45
O101130,P101162,3,405.9
O101131,P101505,3,109.1
O101131,P101254,3,126.37
O101131,P101193,1,101.95
O101132,P101403,2,393.26
O101132,P101803,2,320.32
O101132,P100611,3,378.56
O101132,P100443,3,179.2
O101133,P101521,2,138.5
O101133,P101492,3,487.5
O101134,P101596,2,266.43
O101134,P100523,3,26.92
O101134,P100288,1,167.69
O101135,P100468,3,273.62
O101135,P100960,1,277.48
O101135,P100135,2,479.95
O101135,P100565,2,464.29
O101135,P101424,1,445.33
O101136,P100598,3,429.01
O101136,P100304,2,46.06
O101136,P100533,3,108.4
O101136,P100937,3,441.15
O101137,P101687,2,455.29
O101137,P100274,3,365.3
O101137,P100028,3,427.37
O101137,P100499,2,272.3
O101137,P100891,2,137.63
O101138,P100106,3,336.49
O101138,P100765,3,167.43
O101139,P101480,3,235.88
O101140,P100175,2,418.48
O101140,P100172,2,100.06
O101141,P100512,1,17.2
O101142,P100844,1,439.3
O101142,P101935,1,274.1
O101142,P101123,1,391.67
O101142,P100199,1,303.88
O101142,P100830,3,417.48
O101143,P100616,1,209.87
O101143,P100930,1,351.93
O101143,P101122,3,76.14
O101143,P100292,2,313.97
O101144,P100500,3,263.26
O101144,P101929,2,391.37
O101145,P100025,2,156.68
O101145,P100378,1,225.41
O101146,P100884,2,69.78
O101146,P101415,2,10.08
O101146,P100038,3,312.86
O101146,P101701,1,292.59
O101146,P101517,1,198.84
O101147,P100055,2,262.69
O101147,P100075,1,410.48
O101148,P100654,3,233.79
O101148,P100290,1,180.14
O101148,P101761,2,167.31
O101149,P100421,3,36.99
O101149,P100263,1,114.22
O101150,P100076,1,160.57
O101150,P100475,3,352.63
O101150,P101361,1,190.96
O101151,P100286,3,158.31
O101151,P101967,3,475.95
O101151,P101551,1,65.42
O101151,P100233,1,377.18
O101152,P100428,1,368.99
O101152,P100394,1,83.32
O101152,P100744,1,138.98
O101153,P101631,1,168.34
O101154,P100520,2,331.69
O101154,P100843,3,222.42
O101154,P100258,1,370.1
O101154,P101025,2,326.23
O101154,P101646,2,91.22
O101155,P101624,1,30.07
O101155,P101195,3,343.09
O101155,P100395,2,288.54
O101155,P100111,3,159.64
O101156,P100506,2,342.07
O101156,P101303,3,222.67
O101156,P101853,1,280.21
O101157,P101126,3,179.83
O101157,P100363,3,127.27
O101157,P100475,2,363.22
O101157,P101585,1,144.57
O101157,P100363,2,134.13
O101158,P100759,2,67.41
O101158,P100135,2,458.81
O101158,P101837,2,444.82
O101158,P100757,1,387.43
O101159,P100124,3,285.22
O101159,P100852,2,10.18
O101159,P100968,2,123.48
O101159,P100828,3,91.92
O101159,P100326,2,445.13
O101160,P101891,2,201.38
O101160,P100650,3,336.78
O101160,P100426,3,441.07
O101161,P100260,3,435.79
O101161,P101180,3,172.9
O101161,P101531,1,292.96
O101161,P100414,3,71.36
O101162,P101011,3,442.52
O101162,P100211,2,213.65
O101162,P100320,3,229.99
O101162,P101320,3,110.99
O101163,P101525,3,410.74
O101163,P100459,2,219.21
O101164,P100841,3,44.95
O101164,P101534,2,119.02
O101164,P101183,1,340.1
O101165,P100805,3,236.37
O101166,P101158,2,207.74
O101166,P100484,3,275.68
O101166,P101821,3,146.09
O101167,P100850,1,279.69
O101168,P101379,3,367.49
O101168,P100806,3,153.07
O101169,P100181,1,58.09
O101169,P101018,1,52.92
O101169,P100777,1,294.95
O101169,P100340,1,473.6
O101170,P101098,3,143.41
O101170,P100987,3,99.59
O101170,P100039,3,299.75
O101171,P101498,2,383.41
O101171,P100241,1,429.7
O101171,P100584,2,378.27
O101171,P101212,2,378.42
O101172,P100812,1,360.08
O101172,P100569,1,276.14
O101172,P101702,3,150.89
O101172,P101725,3,78.4
O101173,P100420,1,97.64
O101173,P100942,1,454.83
O101173,P101198,3,285.24
O101173,P100615,1,168.92
O101174,P100537,3,436.49
O101174,P100163,3,308.31
O101174,P101314,2,163.19
O101174,P100784,3,379.3
O101174,P100942,1,448.88
O101175,P101376,1,437.77
O101175,P101820,3,22.31
O101175,P100673,1,436.71
O101175,P100067,1,469.41
O101176,P100347,2,34.26
O101177,P100056,1,403.41
O101177,P101471,1,235.02
O101177,P100557,3,48.33
O101177,P101559,1,20.86
O101177,P100474,2,395.89
O101178,P100975,3,200.49
O101178,P100987,3,98.55
O101179,P101092,1,316.37
O101179,P101690,3,226.61
O101179,P101415,2,9.24
O101180,P101955,1,362.16
O101181,P101229,1,203.07
O101181,P100514,3,9.37
O101181,P100820,1,455.39
O101181,P101184,3,65.76
O101182,P101580,1,258.33
O101183,P101343,1,380.78
O101183,P100079,1,152.16
O101183,P101701,2,314.46
O101184,P100827,3,79.79
O101185,P101794,3,350.71
O101186,P100597,1,343.18
O101186,P101731,1,296.43
O101187,P100619,3,181.06
O101187,P100319,1,254.21
O101187,P100404,1,289.66
O101188,P101158,3,197.04
O101188,P101714,3,311.1
O101188,P101885,3,413.12
O101188,P100163,2,331.24
O101189,P101751,3,369.09
O101190,P100237,1,123.15
O101190,P101602,3,313.91
O101190,P101396,2,315.61
O101190,P101673,1,475.73
O101191,P101855,2,310.0
O101191,P100008,1,333.65
O101191,P101066,3,13.34
O101192,P100592,1,36.08
O101193,P100940,3,290.21
O101193,P100279,2,230.55
O101193,P100153,3,433.03
O101193,P100893,2,351.39
O101193,P100754,2,291.47
O101194,P100384,3,385.19
O101194,P101134,1,320.45
O101194,P101304,2,325.56
O101194,P101987,1,342.34
O101195,P100250,3,220.9
O101195,P100346,1,363.9
O101195,P100243,2,8.26
O101195,P100098,1,142.97
O101196,P101884,2,212.21
O101197,P100841,3,46.57
O101198,P100795,1,43.47
O101198,P100518,2,392.22
O101199,P100359,3,352.24
O101199,P100638,1,180.65
O101199,P101296,2,272.95
O101200,P101913,3,52.29
O101201,P101223,3,419.4
O101201,P101066,3,13.49
O101201,P100735,2,51.8
O101201,P100578,3,330.94
O101201,P101944,3,85.45
O101202,P100062,2,382.32
O101203,P100886,2,334.49
O101203,P101358,2,280.15
O101203,P100745,3,346.97
O101204,P101744,1,43.58
O101204,P101483,1,129.81
O101205,P100827,1,77.89
O101205,P100740,2,89.15
O101205,P100530,2,208.1
O101205,P100975,1,205.68
O101206,P100602,3,335.37
O101207,P101717,1,75.26
O101208,P101042,3,445.6
O101208,P100862,1,288.41
O101208,P101612,3,269.98
O101208,P101593,1,128.03
O101209,P101983,3,154.94
O101210,P100837,3,233.5
O101210,P101376,2,464.58
O101210,P101647,1,371.51
O101210,P101098,1,137.08
O101211,P100345,1,117.45
O101211,P100227,1,339.85
O101211,P101623,3,452.14
O101211,P100469,1,368.9
O101212,P100358,3,291.07
O101212,P100026,3,75.61
O101213,P101774,1,273.59
O101213,P100733,3,172.81
O101213,P100608,1,111.26
O101214,P100079,3,155.7
O101215,P100926,3,439.91
O101215,P100467,2,404.2
O101215,P100208,3,226.04
O101216,P100710,3,328.75
O101216,P101746,2,125.55
O101217,P101899,1,382.43
O101217,P101317,3,104.73
O101217,P101891,1,209.01
O101217,P100894,2,446.17
O101218,P101958,2,365.08
O101218,P100083,3,477.22
O101218,P101073,1,387.22
O101219,P100035,1,350.54
O101219,P100614,1,94.33
O101219,P101863,3,195.97
O101219,P100496,2,326.6
O101219,P100681,1,478.24
O101220,P101558,1,226.34
O101220,P100537,2,419.78
O101220,P100839,2,257.2
O101220,P101809,3,106.98
O101220,P100074,1,159.07
O101221,P101380,3,153.63
O101221,P100457,1,245.73
O101221,P101548,2,393.91
O101221,P101869,3,100.59
O101221,P101982,1,99.53
O101222,P100951,3,119.4
O101222,P100236,3,16.71
O101223,P101687,3,475.4
O101223,P101853,3,285.28
O101224,P101683,3,369.25
O101224,P101179,1,59.09
O101225,P101131,2,452.08
O101225,P101873,2,413.37
O101225,P101213,3,186.43
O101226,P101115,2,317.35
O101227,P101708,2,251.53
O101228,P101160,3,227.9
O101228,P100610,2,54.01
O101228,P101064,3,475.27
O101228,P100878,1,364.45
O101229,P100795,2,43.53
O101230,P100478,2,9.55
O101230,P100760,2,459.96
O101231,P100817,2,250.59
O101232,P100190,1,57.15
O101232,P101147,1,176.95
O101232,P101840,3,374.64
O101232,P100732,1,7.63
O101233,P100574,1,234.44
O101233,P100816,3,162.68
O101233,P101311,3,359.93
O101233,P100605,2,369.2
O101233,P101584,2,367.61
O101234,P100661,1,345.67
O101234,P101383,1,281.52
O101235,P101845,2,177.83
O101235,P100617,3,277.55
O101236,P100560,1,288.26
O101237,P100630,1,170.01
O101237,P100700,1,190.58
O101238,P101229,1,209.58
O101238,P100692,2,347.76
O101238,P101732,3,313.86
O101238,P100786,1,300.5
O101239,P101656,2,145.22
O101239,P100568,1,219.71
O101239,P100125,1,415.21
O101239,P100436,1,89.0
O101239,P101270,2,138.11
O101240,P100734,1,360.1
O101240,P101737,1,219.94
O101240,P101101,1,171.77
O101241,P100094,2,222.57
O101241,P101696,1,123.98
O101242,P100376,3,393.4
O101242,P100185,2,455.43
O101242,P100994,2,87.36
O101242,P101229,1,220.85
O101243,P100618,1,442.0
O101244,P101899,1,413.32
O101244,P100735,3,50.97
O101244,P100360,2,188.29
O101244,P100429,2,200.27
