order_id,customer_id,order_date,status
O102073,U103129,2026-04-06 22:16:03,pending
O102074,U103645,2024-07-05 00:20:28,completed
O102075,U102526,2025-06-18 03:25:03,completed
O102076,U102867,2025-03-26 17:41:27,cancelled
O102077,U103516,2024-09-27 07:40:49,completed
O102078,U103367,2025-06-17 00:09:14,completed
O102079,U102194,2026-02-22 00:19:41,cancelled
O102080,U103555,1982-09-18 00:00:00,cancelled
O102081,U101090,2024-11-04 22:57:20,completed
O102082,U100445,2025-06-25 10:53:08,pending
O102083,U103626,2025-03-15 02:21:47,completed
O102084,U104016,2024-12-08 16:35:47,completed
O102085,U103875,2024-08-09 20:06:58,completed
O102086,U103337,1973-02-16 00:00:00,completed
O102087,U100261,1989-07-14 00:00:00,completed
O102088,U101848,2025-10-10 05:18:59,completed
O102089,U104992,2024-10-21 06:00:14,cancelled
O102090,U100681,2026-04-21 09:13:31,completed
O102091,U104025,2025-03-27 10:49:51,pending
O102092,U102266,2024-10-08 18:24:47,pending
O102093,U100091,2025-11-25 00:45:01,completed
O102094,U104222,2025-11-11 21:47:04,cancelled
O102095,U104175,2024-09-20 09:13:21,pending
O102096,U103309,2025-08-04 01:36:57,completed
O102097,U100982,2024-08-24 12:41:15,completed
O102098,U103443,2026-05-03 19:06:01,pending
O102099,U100228,2024-07-29 01:44:29,pending
O102100,U102533,2025-10-28 05:09:25,pending
O102101,U100693,2025-06-23 19:40:43,completed
O102102,U104120,2025-09-17 19:19:00,completed
O102103,U100155,1976-03-24 00:00:00,completed
O102104,U103588,2026-05-30 10:12:59,completed
O102105,U101812,2025-07-02 05:11:41,completed
O102106,U104074,2024-08-23 12:06:42,completed
O102107,U104114,2025-08-05 23:25:59,completed
O102108,U101407,2026-03-17 22:49:06,pending
O102109,U101216,2025-09-23 19:08:08,completed
O102110,U101410,2024-12-17 20:04:46,completed
O102111,U103497,2025-06-16 17:53:01,pending
O102112,U104372,2025-02-24 10:59:01,cancelled
O102113,U104840,2025-12-13 15:36:02,completed
O102114,U100551,2025-12-24 12:02:46,completed
O102115,U103394,2024-10-20 08:57:51,cancelled
O102116,U101176,2024-12-31 23:22:20,completed
O102117,U104734,2026-02-22 11:53:07,pending
O102118,U104332,2025-12-10 06:01:51,completed
O102119,U100997,2024-07-13 01:28:18,completed
O102120,U104076,2025-12-15 12:11:27,completed
O102121,U102731,2025-03-05 09:15:11,completed
O102122,U103937,2024-10-07 15:32:59,completed
O102123,U104052,2026-05-31 05:35:42,completed
O102124,U100372,2025-05-30 05:40:39,cancelled
O102125,U102248,2024-12-22 09:31:18,completed
O102126,U100848,2024-06-26 05:11:51,completed
O102127,U102556,2026-03-08 20:56:29,pending
O102128,U102322,2026-02-24 09:55:47,completed
O102129,U100503,2025-04-21 00:24:54,pending
O102130,U103189,2025-04-11 03:57:47,cancelled
O102131,U100702,2024-11-07 09:10:31,completed
O102132,U103625,2025-05-21 14:48:45,completed
O102133,U100314,2026-01-23 13:40:09,cancelled
O102134,U102376,2024-12-02 10:53:45,completed
O102135,U101040,2024-11-22 08:59:56,completed
O102136,U104378,1993-07-26 00:00:00,cancelled
O102137,U102990,2026-03-13 12:44:30,pending
O102138,U100257,2024-07-31 08:38:32,cancelled
O102139,U100574,2025-08-24 04:52:54,completed
O102140,U104669,2025-09-16 03:22:06,completed
O102141,U100964,2026-03-06 21:31:59,completed
O102142,U101552,2024-07-07 22:40:30,completed
O102143,U104518,2025-01-19 17:12:08,completed
O102144,U100757,2025-04-06 03:19:19,completed
O102145,U102810,2026-01-07 08:00:46,completed
O102146,U101104,2024-10-24 18:01:21,completed
O102147,U104524,2024-11-05 06:10:33,completed
O102148,U103459,2024-07-08 20:05:35,completed
O102149,U103992,2024-07-04 12:38:36,cancelled
O102150,U100203,2025-02-22 02:26:21,completed
O102151,U102775,2025-01-20 00:19:24,pending
O102152,U102332,2025-10-06 08:13:36,pending
O102153,U101992,2025-05-23 07:26:47,completed
O102154,U102243,2024-06-19 03:59:21,completed
O102155,U100306,2025-01-10 14:26:49,completed
O102156,U101687,2026-01-24 21:34:33,pending
O102157,U104109,2024-10-01 13:04:38,completed
O102158,U101860,2025-01-21 12:03:09,pending
O102159,U101961,2025-11-23 07:23:24,cancelled
O102160,U104074,2025-12-05 02:38:43,cancelled
O102161,U100722,2025-02-12 22:25:28,completed
O102162,U100779,1986-10-10 00:00:00,pending
O102163,U100528,2026-04-03 08:28:47,cancelled
O102164,U104893,2025-05-20 20:00:03,completed
O102165,U100343,2026-02-05 02:27:16,completed
O102166,U103786,2024-06-07 06:31:09,completed
O102167,U103682,1983-03-18 00:00:00,completed
O102168,U100208,2025-08-18 17:17:08,pending
O102169,U104736,2025-02-17 02:20:56,completed
O102170,U103406,2025-11-13 11:46:06,pending
O102171,U101311,2025-09-19 13:11:04,pending
O102172,U102299,2025-03-26 07:00:39,completed
O102173,U103336,2026-04-18 00:31:02,completed
O102174,U101947,2025-05-25 23:57:58,completed
O102175,U100919,2026-02-09 01:33:29,pending
O102176,U102044,2025-01-12 09:33:15,completed
O102177,UNKNOWN,2025-12-08 12:29:01,completed
O102178,U101749,2000-04-22 00:00:00,completed
O102179,U102842,2025-09-06 14:12:22,cancelled
O102180,U101099,2025-06-05 17:15:50,cancelled
O102181,U103392,2024-08-19 07:52:15,completed
O102182,U102772,1970-01-10 00:00:00,completed
O102183,U102480,2026-03-11 13:58:31,pending
O102184,U101545,2025-10-07 13:36:07,completed
O102185,U101070,2026-05-22 12:34:13,completed
O102186,UNKNOWN,2024-09-19 08:42:57,completed
O102187,U102370,2025-08-25 05:27:49,completed
O102188,U102846,2025-08-13 20:56:52,completed
O102189,U104198,2026-01-11 18:53:49,completed
O102190,U102939,2025-11-11 06:19:06,completed
O102191,U101903,2025-11-29 04:55:03,completed
O102192,U100678,2025-09-05 16:37:24,completed
O102193,U100988,2025-02-26 02:25:39,completed
O102194,U100764,2024-10-16 08:58:00,completed
O102195,U102475,2026-03-06 15:41:06,completed
O102196,U101607,2025-10-17 02:12:58,cancelled
O102197,U102869,2026-01-26 13:19:49,completed
O102198,U101502,2025-12-03 13:10:18,pending
O102199,U101789,2025-07-25 18:46:52,completed
O102200,U100333,2024-10-25 05:04:05,completed
O102201,U101425,2026-01-12 03:25:25,completed
O102202,U102847,2025-07-20 20:12:26,completed
O102203,U102440,2024-08-14 09:50:03,pending
O102204,U102042,2026-01-17 01:29:49,completed
O102205,U101278,2025-12-12 07:41:04,completed
O102206,U102594,2024-11-21 07:33:22,pending
O102207,U104689,2026-04-07 01:08:00,completed
O102208,U102436,2025-05-10 15:04:02,completed
O102209,U103803,2025-12-05 14:44:44,completed
O102210,U102205,2026-04-07 03:35:12,completed
O102211,U101027,2024-11-04 00:00:00,completed
O102212,U103539,2025-06-21 00:19:06,completed
O102213,U103078,2025-08-05 16:50:42,completed
O102214,U103483,2025-04-11 12:52:59,completed
O102215,U102241,2024-12-14 18:15:53,pending
O102216,U102765,2025-08-10 23:40:53,pending
O102217,U101173,2024-10-30 09:47:57,cancelled
O102218,U103230,2026-01-24 11:58:10,cancelled
O102219,U103350,2025-02-01 11:16:24,cancelled
O102220,U104911,2025-10-03 06:52:35,pending
O102221,U100403,2025-11-09 23:53:41,completed
O102222,U104988,2025-07-19 02:54:08,completed
O102223,U102725,2024-12-03 20:22:42,completed
O102224,U103382,2025-06-26 02:08:24,completed
O102225,U104163,2025-06-08 20:57:54,pending
O102226,U100087,2026-02-15 00:00:00,completed
O102227,U101158,2025-02-05 12:15:42,completed
O102228,U104273,2024-10-08 20:51:30,completed
O102229,U102857,2025-12-21 07:10:29,completed
O102230,U101381,2026-05-09 06:37:27,completed
O102231,U101055,2026-02-21 13:30:06,completed
O102232,U104681,2024-11-02 06:48:05,completed
O102233,U101413,2026-02-28 18:50:10,completed
O102234,U102707,2024-11-18 21:48:05,completed
O102235,U102064,2024-12-15 04:32:48,completed
O102236,U102374,2024-10-31 00:09:56,pending
O102237,U100317,2025-03-13 02:05:44,completed
O102238,U101502,2025-09-27 16:21:52,completed
O102239,U102042,2026-06-04 23:51:50,cancelled
O102240,U104598,2024-06-21 10:56:21,completed
O102241,U102022,2024-08-04 22:49:44,completed
O102242,U100118,2026-04-10 15:34:14,completed
O102243,U100709,2024-12-21 21:47:14,pending
O102244,U103557,2026-05-16 20:16:48,completed
O102245,U104140,1982-09-20 00:00:00,completed
O102246,U104409,2026-03-07 09:13:53,pending
O102247,U103250,2025-06-10 18:05:03,completed
O102248,U100417,2025-11-30 00:00:00,pending
O102249,U102603,2025-02-22 21:34:56,completed
O102250,U103854,2024-09-03 16:37:18,completed
O102251,U101101,2026-04-14 19:29:06,pending
O102252,U104421,2024-07-07 03:24:09,completed
O102253,U103428,2000-09-09 00:00:00,pending
O102254,U102261,2025-02-11 04:12:39,cancelled
O102255,U104169,2013-06-25 00:00:00,completed
O102256,U103634,2025-12-19 12:21:26,cancelled
O102257,U100508,2025-07-25 20:49:48,completed
O102258,U102379,2025-06-08 11:37:27,pending
O102259,U103164,2026-04-21 20:51:52,completed
O102260,U100687,2026-05-05 17:55:07,completed
O102261,U104752,2025-11-10 13:54:10,completed
O102262,U101292,2024-06-30 12:18:12,completed
O102263,U103905,2025-08-20 10:32:10,completed
O102264,U103075,2024-10-17 01:15:58,cancelled
O102265,U103209,2025-08-02 04:28:06,pending
O102266,U101807,2025-11-01 11:43:08,completed
O102267,U100324,2024-06-09 07:08:01,completed
O102268,U100655,2024-11-27 12:53:34,pending
O102269,U101993,2024-08-16 23:06:52,completed
O102270,U103976,2025-10-28 21:52:51,completed
O102271,UNKNOWN,2024-10-04 01:06:16,completed
O102272,U102770,2025-10-17 22:21:21,completed
O102273,U104372,2024-09-02 11:59:31,completed
O102274,U102583,2024-11-03 02:13:27,pending
O102275,U103557,2024-11-18 20:02:52,completed
O102276,U103587,2025-12-10 02:39:35,completed
O102277,U100151,2024-06-13 06:03:16,cancelled
O102278,U100954,2025-09-19 16:17:22,completed
O102279,U104354,2025-10-26 08:01:11,completed
O102280,U102371,1992-03-21 00:00:00,completed
O102281,U104964,2016-05-14 00:00:00,completed
O102282,U101191,2025-06-27 23:54:18,completed
O102283,U100687,2025-02-16 07:18:35,completed
O102284,U100309,2025-08-13 21:42:01,completed
O102285,U101502,2009-08-31 00:00:00,completed
O102286,U103127,2026-02-22 00:53:04,completed
O102287,U104568,2026-04-07 02:38:13,pending
O102288,U103367,2024-11-05 15:57:38,completed
O102289,U103395,1985-05-16 00:00:00,completed
O102290,U100813,2024-08-05 18:27:37,cancelled
O102291,U100845,2013-12-16 00:00:00,completed
O102292,U101164,2026-01-19 21:27:31,completed
O102293,U104762,2025-06-21 03:40:53,completed
O102294,U101767,2026-04-09 11:56:23,pending
O102295,U100354,2024-09-02 17:07:19,completed
O102296,U101872,2025-03-14 16:45:08,completed
O102297,U102024,2025-03-22 09:21:40,completed
O102298,U102817,2024-06-16 16:41:27,completed
O102299,UNKNOWN,2024-09-07 12:36:32,pending
O102300,U104275,2026-01-28 18:18:30,completed
O102301,U100065,2026-03-12 06:07:49,completed
O102302,U104915,2025-10-02 23:11:15,cancelled
O102303,U104266,2024-08-18 23:15:46,completed
O102304,U104090,2025-10-04 08:51:30,completed
O102305,U102521,2025-06-13 19:35:11,completed
O102306,U102581,2026-04-26 20:10:46,pending
O102307,U101390,2025-02-23 09:08:18,pending
O102308,U101130,2024-09-23 01:58:17,cancelled
O102309,U102486,2025-03-04 11:10:54,completed
O102310,U100834,2024-09-16 15:05:27,completed
O102311,U100226,2025-03-07 14:26:00,completed
O102312,U103515,2025-12-02 04:28:55,pending
O102313,U104537,2025-10-23 21:26:49,completed
O102314,U102443,2025-02-28 07:06:36,completed
O102315,U100727,2025-03-09 15:39:16,pending
O102316,U103686,2024-09-10 09:22:32,completed
O102317,U103622,2025-03-08 02:03:01,completed
O102318,U101036,2024-07-12 05:56:31,pending
O102319,U101832,2026-02-01 02:23:37,completed
O102320,U102740,2024-01-08 00:00:00,completed
O102321,U100492,2024-08-08 00:54:55,completed
O102322,U101548,2025-11-20 10:59:03,completed
O102323,U101143,1981-09-28 00:00:00,completed
O102324,U102633,2025-08-14 19:23:44,completed
O102325,U103957,2024-08-19 00:04:37,completed
O102326,U103407,2024-10-09 05:58:38,cancelled
O102327,U100639,2025-03-07 16:00:11,completed
O102328,U100172,2025-05-08 11:03:40,completed
O102329,U104354,2019-04-27 00:00:00,completed
O102330,U103959,2025-04-08 16:34:43,pending
O102331,U100516,1989-10-05 00:00:00,completed
O102332,U100522,2025-11-23 13:09:25,pending
O102333,U101917,2026-02-27 01:31:51,pending
O102334,U102886,2025-02-02 04:02:37,cancelled
O102335,U102164,2024-10-03 11:30:52,pending
O102336,U101929,2025-05-24 12:51:10,completed
O102337,U103945,2025-08-10 20:47:02,pending
O102338,U103276,2024-12-11 02:26:51,cancelled
O102339,U102209,2025-08-24 07:39:50,cancelled
O102340,U103783,2025-10-11 11:15:41,completed
O102341,U102590,2025-07-14 00:31:39,completed
O102342,U104934,2025-10-08 00:35:02,completed
O102343,U104076,2024-09-26 22:29:47,completed
O102344,U103570,2026-03-14 05:39:09,pending
O102345,U101093,2025-07-12 02:09:18,cancelled
O102346,U103880,2026-01-25 14:56:20,completed
O102347,U102494,2025-02-16 02:30:29,pending
O102348,U102579,2025-12-08 05:16:58,completed
O102349,U102488,2025-01-28 18:22:17,completed
O102350,U102785,2024-10-28 05:03:01,completed
O102351,U102758,2025-05-03 05:21:19,completed
O102352,U101574,2025-07-30 02:38:44,pending
O102353,U102373,2025-06-18 05:44:56,completed
O102354,U103990,2024-09-04 17:02:06,completed
O102355,U103145,2026-04-24 09:18:42,completed
O102356,U104845,2025-11-06 07:20:17,completed
O102357,U101093,2026-02-02 13:27:48,cancelled
O102358,U101189,1971-06-24 00:00:00,completed
O102359,U102689,2025-04-24 00:57:10,completed
O102360,U104095,2025-08-25 17:24:16,pending
O102361,U101875,2026-05-20 05:55:15,completed
O102362,U103406,2026-05-25 08:57:52,pending
O102363,U101787,2024-08-01 15:14:54,completed
O102364,U103932,2025-07-10 15:00:34,completed
O102365,U101607,2012-11-22 00:00:00,cancelled
O102366,U103748,2024-11-10 02:52:44,pending
O102367,U100048,2026-02-28 00:00:00,completed
O102368,U101807,2026-05-10 08:15:36,completed
O102369,U103861,2024-07-10 15:09:50,cancelled
O102370,U102180,2025-05-30 03:32:31,completed
O102371,U103046,2024-12-02 21:24:09,completed
O102372,U102833,2024-09-21 12:55:59,completed
O102373,U101397,2025-02-02 12:57:52,completed
O102374,U103826,2025-09-15 03:00:38,completed
O102375,U104574,2025-09-24 20:27:17,pending
O102376,U100831,1989-06-30 00:00:00,completed
O102377,U102697,2025-10-02 12:40:15,pending
O102378,U104777,2025-07-31 09:16:29,completed
O102379,U102735,2025-02-25 01:28:49,completed
O102380,U100081,2026-05-20 16:31:51,completed
O102381,U100086,2025-12-12 18:52:12,completed
O102382,U102063,1981-09-24 00:00:00,completed
O102383,U100821,2026-05-24 17:50:56,completed
O102384,U100162,2018-05-27 00:00:00,pending
O102385,U103739,2026-02-05 14:11:58,completed
O102386,U102397,2024-10-29 20:57:36,completed
O102387,U101932,1978-07-08 00:00:00,cancelled
O102388,U102728,2024-12-13 12:59:58,cancelled
O102389,U103535,2026-05-06 17:51:23,completed
O102390,U103446,2024-09-01 15:09:35,completed
O102391,U100999,2006-11-30 00:00:00,pending
O102392,U102790,2025-11-22 12:00:24,pending
O102393,U102707,1994-07-28 00:00:00,completed
O102394,U103933,2025-03-25 18:47:51,completed
O102395,U103385,2025-01-15 22:01:30,pending
O102396,U100922,2025-08-15 23:40:24,cancelled
O102397,U102175,1986-01-27 00:00:00,pending
O102398,U101582,2024-08-03 11:53:37,completed
O102399,U100564,2026-01-16 14:45:22,completed
O102400,U103258,2025-08-30 06:44:39,completed
O102401,U102597,2026-01-12 12:02:10,completed
O102402,U102500,2025-12-19 14:08:25,completed
O102403,U104566,2024-07-26 08:51:26,completed
O102404,U100987,2026-02-23 18:50:19,completed
O102405,U103636,2026-02-16 10:03:43,completed
O102406,U100223,2025-08-30 10:38:50,pending
O102407,U100350,2024-06-13 16:14:22,pending
O102408,U101928,2025-11-09 16:37:34,cancelled
O102409,U100348,2025-07-31 14:38:26,pending
O102410,U104277,2025-09-02 20:50:06,completed
O102411,U104732,1972-12-14 00:00:00,completed
O102412,U101017,2025-11-22 09:01:08,completed
O102413,U102226,2025-03-14 02:12:50,completed
O102414,U104867,1996-02-15 00:00:00,cancelled
O102415,U101090,2025-05-18 10:11:21,completed
O102416,U104124,2025-09-06 19:31:03,completed
O102417,U102419,2025-12-01 15:43:20,completed
O102418,U101893,2021-12-07 00:00:00,completed
O102419,UNKNOWN,2026-01-03 17:49:47,completed
O102420,U102068,2025-09-30 02:02:31,completed
O102421,UNKNOWN,2025-04-01 11:48:32,completed
O102422,U103117,2024-06-23 18:16:34,completed
O102423,U104161,2025-01-17 15:02:24,cancelled
O102424,UNKNOWN,2024-08-06 09:36:50,completed
O102425,U100653,2025-04-02 11:47:29,completed
O102426,U104433,2025-10-24 03:40:40,completed
O102427,UNKNOWN,2026-04-15 19:37:58,completed
O102428,U100446,2026-01-26 12:41:21,completed
O102429,U102658,2026-05-22 02:25:59,completed
O102430,U103362,2024-12-18 08:38:28,pending
O102431,U102718,2024-11-12 03:17:03,pending
O102432,U103483,2025-08-24 15:40:45,completed
O102433,U102944,2025-07-09 11:35:41,completed
O102434,U104376,2025-05-07 06:47:54,completed
O102435,U100595,2025-01-15 22:44:02,completed
O102436,UNKNOWN,2025-07-20 14:23:31,completed
O102437,U102750,2025-05-12 22:01:26,completed
O102438,U101074,2024-07-11 09:13:25,completed
O102439,U103969,2025-01-08 06:46:39,pending
O102440,U104305,2024-12-15 01:47:23,pending
O102441,U104221,2018-08-11 00:00:00,pending
O102442,U104587,2024-08-25 09:51:30,completed
O102443,U103580,2025-07-03 08:25:46,completed
O102444,U103007,2025-12-31 07:21:59,completed
O102445,U100969,2026-01-03 10:30:48,completed
O102446,UNKNOWN,2025-04-08 07:36:52,completed
O102447,U102824,2026-01-23 16:04:29,completed
O102448,U104001,2025-02-14 00:08:28,completed
O102449,U101211,2025-07-15 15:12:48,pending
O102450,U100229,2025-12-24 13:41:35,pending
O102451,U104284,2024-07-29 05:03:17,completed
O102452,U103185,2025-08-20 07:13:12,completed
O102453,U100501,2025-11-21 20:31:41,completed
O102454,U102132,2026-01-22 23:11:46,completed
O102455,U100048,2026-04-15 10:18:24,completed
O102456,U103566,2025-01-03 06:20:23,pending
O102457,U103055,2025-06-19 13:52:11,completed
O102458,UNKNOWN,2026-01-26 20:01:12,completed
O102459,U100386,2024-12-31 23:22:06,completed
O102460,U100969,2025-03-31 09:09:53,completed
O102461,U103460,2026-02-09 15:51:38,completed
O102462,U101005,2026-05-02 22:05:41,pending
O102463,U103052,2019-03-02 00:00:00,completed
O102464,U103417,2025-07-19 13:09:54,completed
O102465,U102302,2026-05-01 19:52:31,cancelled
O102466,U102283,2024-10-04 22:29:58,completed
O102467,U101607,2024-10-05 05:08:12,completed
O102468,U104366,2024-12-02 13:35:47,completed
O102469,U100122,2025-01-14 22:06:12,pending
O102470,U101280,2025-07-19 12:45:21,completed
O102471,U103727,2026-05-08 00:49:17,completed
O102472,U100258,2024-07-31 10:57:28,cancelled
O102473,U100947,2026-01-03 10:41:18,pending
O102474,U104958,2024-12-16 19:06:56,completed
O102475,U100524,2025-06-01 05:26:44,pending
O102476,U100887,2024-06-17 12:03:31,completed
O102477,U100207,2024-11-12 17:19:46,completed
O102478,U103382,2025-07-05 06:32:59,completed
O102479,U102794,2025-07-16 14:24:40,completed
O102480,U100148,2025-07-17 16:17:04,completed
O102481,U100437,2025-10-17 05:53:02,pending
O102482,U102202,2025-05-02 13:48:01,completed
O102483,U103749,2025-09-05 12:44:42,completed
O102484,U103161,1973-01-27 00:00:00,completed
O102485,U103901,2018-01-09 00:00:00,cancelled
O102486,U104453,2025-03-28 07:13:05,pending
O102487,U103245,2025-03-03 02:13:43,completed
O102488,UNKNOWN,2026-03-25 16:42:23,cancelled
O102489,U102823,2025-11-10 23:11:09,completed
O102490,U104724,2024-11-06 07:28:11,completed
O102491,U103270,2025-03-21 19:59:48,pending
O102492,U100485,2026-05-10 23:11:53,completed
O102493,U100199,2026-05-01 07:58:24,cancelled
O102494,U104466,2009-12-23 00:00:00,completed
O102495,U101338,2026-02-28 19:13:17,completed
O102496,U101982,2025-05-05 00:58:51,pending
O102497,U101471,2024-07-19 04:26:04,pending
O102498,U104343,2025-07-09 04:31:25,completed
O102499,U104883,2025-02-05 11:52:56,completed
O102500,U102311,2009-09-13 00:00:00,pending
O102501,U103373,2025-07-06 16:55:49,completed
O102502,U102078,1992-04-10 00:00:00,cancelled
O102503,U101521,2026-04-18 22:18:12,pending
O102504,U100604,2025-12-10 00:26:14,completed
O102505,U103848,2025-10-30 05:38:16,completed
O102506,U103342,2025-12-24 16:32:08,completed
O102507,U101417,2026-04-20 10:23:34,completed
O102508,U104597,2024-12-27 04:28:21,pending
O102509,U103875,2024-07-28 20:21:20,cancelled
O102510,UNKNOWN,2025-10-10 01:16:43,completed
O102511,U100548,2002-03-04 00:00:00,completed
O102512,U100838,1994-03-30 00:00:00,completed
O102513,U103815,2025-06-13 17:09:40,completed
O102514,U100847,2026-02-02 16:51:01,completed
O102515,U104709,2025-08-31 21:27:00,completed
O102516,U104507,2024-12-27 03:16:08,completed
O102517,U104773,2024-10-03 10:17:00,pending
O102518,U104254,2026-04-30 03:56:05,completed
O102519,U104468,2025-05-02 15:34:15,pending
O102520,U102272,2026-01-24 02:10:56,pending
O102521,U103944,2025-08-30 00:15:29,completed
O102522,U103320,2025-02-16 16:34:19,completed
O102523,UNKNOWN,2024-12-12 07:19:56,completed
O102524,U104698,2025-04-30 03:26:00,completed
O102525,U104311,2026-02-03 09:10:51,pending
O102526,U101996,2026-03-10 00:17:47,completed
O102527,U103673,2024-11-17 19:57:10,completed
O102528,U101564,2025-05-14 20:17:58,completed
O102529,U104018,2026-04-29 03:29:31,pending
O102530,U101840,2025-10-10 07:05:14,completed
O102531,U103291,2025-06-14 11:58:15,completed
O102532,U102887,2024-06-08 17:29:59,completed
O102533,U100726,2024-11-16 09:38:59,pending
O102534,U101244,2025-02-18 16:19:29,completed
O102535,U103460,2026-06-03 20:49:10,completed
O102536,U103718,2002-06-27 00:00:00,completed
O102537,U101065,2025-10-24 17:00:19,completed
O102538,U104771,2025-08-12 18:21:05,completed
O102539,U100282,2025-12-20 15:31:30,completed
O102540,U101081,2024-07-06 03:46:01,completed
O102541,U103885,2026-04-29 03:11:47,completed
O102542,U102881,2025-05-31 07:10:12,completed
O102543,UNKNOWN,2025-08-18 00:26:07,completed
O102544,U102970,2024-07-18 10:44:22,completed
O102545,U101152,2025-01-08 14:29:46,completed
O102546,U103497,2024-08-08 19:51:57,cancelled
O102547,U100947,2026-05-19 19:55:53,completed
O102548,U104760,2024-07-29 23:13:30,completed
O102549,UNKNOWN,2025-04-12 04:48:00,completed
O102550,U101321,2024-07-06 19:46:46,completed
O102551,U100066,2022-05-20 00:00:00,completed
O102552,U100636,2024-11-08 12:44:22,completed
O102553,U100313,2025-01-20 10:58:10,cancelled
O102554,U103397,1996-10-15 00:00:00,pending
O102555,U100564,2026-04-25 09:06:40,pending
O102556,U101601,2025-07-23 03:26:49,cancelled
O102557,U100825,2024-07-16 22:24:49,cancelled
O102558,U100764,2025-12-11 03:43:05,pending
O102559,U103670,2026-01-04 17:57:26,completed
O102560,U101025,2025-07-23 18:34:31,completed
O102561,U102251,2025-09-05 01:25:30,completed
O102562,U104757,2025-08-01 00:08:00,completed
O102563,U100804,2025-11-28 09:27:37,completed
O102564,UNKNOWN,2025-01-19 17:37:57,cancelled
O102565,U104631,2025-02-18 03:07:07,completed
O102566,U101391,2025-10-01 09:49:43,completed
O102567,U101235,2025-08-16 11:35:03,completed
O102568,U104032,2025-08-14 13:37:17,completed
O102569,U103280,2024-12-28 14:57:25,completed
O102570,U104723,2025-05-26 20:55:40,completed
O102571,U104844,2025-02-12 23:15:34,completed
O102572,U103549,2025-08-11 14:59:07,completed
O102573,U104200,2026-01-28 00:14:53,completed
O102574,U104141,2026-02-27 15:15:34,completed
O102575,U101354,2025-01-20 13:15:46,completed
O102576,U102801,2020-03-05 00:00:00,completed
O102577,U103078,2026-06-01 09:01:20,completed
O102578,UNKNOWN,2025-08-31 01:39:17,completed
O102579,U102892,2025-04-06 16:56:35,completed
O102580,U102496,2025-08-02 19:17:01,completed
O102581,U102583,2024-07-24 14:10:47,completed
O102582,U102558,2025-12-13 19:50:19,completed
O102583,U103618,2025-05-13 08:31:12,pending
O102584,U101559,2025-02-06 00:16:10,completed
O102585,U101507,2025-12-02 00:51:18,completed
O102586,U104071,2025-07-11 16:53:53,completed
O102587,U102063,2025-09-15 17:06:54,completed
O102588,U103642,2024-09-14 22:34:42,completed
O102589,U102000,2024-12-17 09:36:25,pending
O102590,U102468,1998-11-12 00:00:00,pending
O102591,U101294,2025-10-24 01:05:17,completed
O102592,U104065,2026-03-14 19:33:20,cancelled
O102593,U102752,2024-08-12 20:38:34,completed
O102594,U101753,2025-11-15 11:42:45,completed
O102595,U104210,2024-08-23 06:26:56,completed
O102596,U101603,2025-01-25 10:11:34,completed
O102597,U101322,2025-01-05 21:22:34,completed
O102598,U102441,2026-03-02 08:49:49,completed
O102599,U101098,2025-07-11 00:11:28,completed
O102600,U100296,2025-08-12 19:31:16,completed
O102601,U101505,1995-07-14 00:00:00,completed
O102602,U101126,2024-08-21 10:00:58,completed
O102603,U100296,2025-04-16 00:02:58,completed
O102604,U103049,2025-06-08 01:18:51,completed
O102605,U102225,2025-01-13 13:40:52,completed
O102606,U103664,2025-11-26 11:44:18,pending
O102607,U104354,2025-05-28 18:36:55,completed
O102608,UNKNOWN,2026-01-22 14:57:53,pending
O102609,U102096,2025-12-29 06:56:19,completed
O102610,U103609,2025-12-13 14:36:51,completed
O102611,U102208,2025-01-03 02:39:18,pending
O102612,U100175,2015-08-09 00:00:00,completed
O102613,U102940,1970-04-22 00:00:00,completed
O102614,U102502,2025-06-24 12:17:02,completed
O102615,U103999,2024-06-26 15:09:13,completed
O102616,U101667,2024-08-16 06:34:44,completed
O102617,U104371,2026-04-27 04:01:50,completed
O102618,U102545,2025-09-18 13:17:45,pending
O102619,U100675,1997-02-12 00:00:00,completed
O102620,U101823,2025-10-20 16:42:07,completed
O102621,U103580,2026-01-29 19:30:37,pending
O102622,U101356,2026-05-25 03:41:53,completed
O102623,U103072,2026-02-13 12:39:13,completed
O102624,U103259,2025-04-16 19:06:36,completed
O102625,U100546,2024-09-24 23:47:32,completed
O102626,U103774,2026-04-14 20:02:13,completed
O102627,U102083,2024-06-14 00:00:00,completed
O102628,U102040,2025-04-11 08:27:19,completed
O102629,U104534,2026-01-14 20:02:59,cancelled
O102630,U101752,2025-12-31 14:08:06,pending
O102631,U101615,2025-08-25 22:41:35,completed
O102632,U101849,2024-07-03 09:45:12,pending
O102633,U102642,2024-10-02 10:23:21,completed
O102634,U101600,2025-06-21 03:09:18,completed
O102635,U103396,2025-01-04 09:00:20,completed
O102636,U104402,2025-09-26 00:30:14,completed
O102637,U103605,2025-11-04 05:14:48,pending
O102638,U103799,2026-05-30 11:10:44,completed
O102639,U100618,2025-12-28 08:29:09,completed
O102640,U101132,2025-04-17 00:42:35,completed
O102641,U102115,2024-09-28 22:01:36,completed
O102642,U102339,2026-04-20 07:24:56,completed
O102643,U102739,2024-07-25 19:07:59,pending
O102644,U104276,2024-07-21 20:55:26,cancelled
O102645,U101487,2025-12-21 05:10:11,completed
O102646,U101600,2024-09-26 12:19:12,completed
