payment_id,order_id,amount,payment_method
PAY102384,O102384,339.53,paypal
PAY102385,O102385,198.81,crypto
PAY102386,O102386,1485.54,paypal
PAY102387,O102387,1190.22,cash
PAY102388,O102388,1573.22,crypto
PAY102389,O102389,1094.85,paypal
PAY102390,O102390,987.85,crypto
PAY102391,O102391,874.45,cash
PAY102392,O102392,339.48,cash
PAY102393,O102393,2974.94,card
PAY102394,O102394,,paypal
PAY102395,O102395,1271.13,crypto
PAY102396,O102396,2361.39,card
PAY102397,O102397,1080.18,crypto
PAY102398,O102398,2424.7,card
PAY102399,O102399,1042.6,card
PAY102400,O102400,2478.75,card
PAY102401,O102401,1370.79,cash
PAY102402,O102402,190.49,cash
PAY102403,O102403,922.59,cash
PAY102404,O102404,444.56,cash
PAY102405,O102405,3496.43,crypto
PAY102406,O102406,1063.97,paypal
PAY102407,O102407,,cash
PAY102408,O102408,674.58,paypal
PAY102409,O102409,782.12,card
PAY102410,O102410,1604.46,paypal
PAY102411,O102411,2208.94,cash
PAY102412,O102412,2163.59,crypto
PAY102413,O102413,1741.44,cash
PAY102414,O102414,2579.05,crypto
PAY102415,O102415,320.91,cash
PAY102416,O102416,2291.93,card
PAY102417,O102417,652.35,crypto
PAY102418,O102418,3085.78,card
PAY102419,O102419,2141.58,cash
PAY102420,O102420,2557.75,card
PAY102421,O102421,1274.91,paypal
PAY102422,O102422,1936.81,paypal
PAY102423,O102423,439.82,crypto
PAY102424,O102424,31.36,paypal
PAY102425,O102425,2356.46,paypal
PAY102426,O102426,1729.26,cash
PAY102427,O102427,,cash
PAY102428,O102428,892.23,paypal
PAY102429,O102429,410.46,crypto
PAY102430,O102430,1283.64,paypal
PAY102431,O102431,583.32,cash
PAY102432,O102432,3325.75,card
PAY102433,O102433,619.43,crypto
PAY102434,O102434,1914.05,crypto
PAY102435,O102435,,paypal
PAY102436,O102436,1411.65,card
PAY102437,O102437,347.27,crypto
PAY102438,O102438,620.71,crypto
PAY102439,O102439,1599.42,cash
PAY102440,O102440,285.46,paypal
PAY102441,O102441,2027.31,paypal
PAY102442,O102442,314.92,crypto
PAY102443,O102443,809.86,card
PAY102444,O102444,979.07,card
PAY102445,O102445,1183.3,card
PAY102446,O102446,2442.7,card
PAY102447,O102447,735.96,paypal
PAY102448,O102448,1926.22,cash
PAY102449,O102449,1539.87,card
PAY102450,O102450,574.29,card
PAY102451,O102451,3177.4,cash
PAY102452,O102452,605.37,paypal
PAY102453,O102453,2866.33,cash
PAY102454,O102454,224.72,cash
PAY102455,O102455,1342.62,card
PAY102456,O102456,1560.49,cash
PAY102457,O102457,230.2,cash
PAY102458,O102458,,paypal
PAY102459,O102459,2209.75,card
PAY102460,O102460,773.14,card
PAY102461,O102461,439.22,crypto
PAY102462,O102462,676.58,card
PAY102463,O102463,999.01,paypal
PAY102464,O102464,306.25,paypal
PAY102465,O102465,1470.9,paypal
PAY102466,O102466,2235.38,crypto
PAY102467,O102467,2825.58,crypto
PAY102468,O102468,3402.18,paypal
PAY102469,O102469,804.18,card
PAY102470,O102470,368.1,crypto
PAY102471,O102471,182.94,card
PAY102472,O102472,304.29,crypto
PAY102473,O102473,,cash
PAY102474,O102474,2708.25,paypal
PAY102475,O102475,1271.12,cash
PAY102476,O102476,1982.02,paypal
PAY102477,O102477,218.97,cash
PAY102478,O102478,774.62,card
PAY102479,O102479,2714.74,card
PAY102480,O102480,685.64,paypal
PAY102481,O102481,3029.6,card
PAY102482,O102482,200.26,paypal
PAY102483,O102483,2143.48,cash
PAY102484,O102484,848.22,paypal
PAY102485,O102485,1840.79,crypto
PAY102486,O102486,704.07,cash
PAY102487,O102487,1277.44,cash
PAY102488,O102488,881.16,paypal
PAY102489,O102489,454.1,crypto
PAY102490,O102490,2218.2,crypto
PAY102491,O102491,3412.42,card
PAY102492,O102492,1334.78,cash
PAY102493,O102493,1729.76,card
PAY102494,O102494,3186.2,cash
PAY102495,O102495,1167.3,cash
PAY102496,O102496,2149.82,cash
PAY102497,O102497,249.42,cash
PAY102498,O102498,2829.8,paypal
PAY102499,O102499,516.46,crypto
PAY102500,O102500,1678.22,cash
PAY102501,O102501,2493.22,card
PAY102502,O102502,1892.7,card
PAY102503,O102503,1078.84,paypal
PAY102504,O102504,2918.9,crypto
PAY102505,O102505,,cash
PAY102506,O102506,1004.48,paypal
PAY102507,O102507,407.04,card
PAY102508,O102508,3184.85,crypto
PAY102509,O102509,3103.14,cash
PAY102510,O102510,2742.09,crypto
PAY102511,O102511,1936.11,card
PAY102512,O102512,981.5,paypal
PAY102513,O102513,487.44,paypal
PAY102514,O102514,2655.86,card
PAY102515,O102515,708.9,cash
PAY102516,O102516,2450.24,cash
PAY102517,O102517,792.67,crypto
PAY102518,O102518,761.12,card
PAY102519,O102519,3098.5,card
PAY102520,O102520,1151.94,cash
PAY102521,O102521,1356.11,card
PAY102522,O102522,,paypal
PAY102523,O102523,107.44,cash
PAY102524,O102524,648.62,cash
PAY102525,O102525,1403.68,paypal
PAY102526,O102526,11.82,card
PAY102527,O102527,648.8,cash
PAY102528,O102528,2082.51,cash
PAY102529,O102529,635.01,cash
PAY102530,O102530,1032.46,card
PAY102531,O102531,58.27,cash
PAY102532,O102532,479.73,card
PAY102533,O102533,1545.32,crypto
PAY102534,O102534,1642.12,paypal
PAY102535,O102535,,card
PAY102536,O102536,214.12,card
PAY102537,O102537,494.92,paypal
PAY102538,O102538,735.7,card
PAY102539,O102539,766.86,paypal
PAY102540,O102540,1787.0,crypto
PAY102541,O102541,952.82,cash
PAY102542,O102542,731.89,paypal
PAY102543,O102543,2186.75,paypal
PAY102544,O102544,690.96,cash
PAY102545,O102545,1353.65,cash
PAY102546,O102546,,card
PAY102547,O102547,1562.07,card
PAY102548,O102548,1724.78,card
PAY102549,O102549,367.56,cash
PAY102550,O102550,3152.3,cash
PAY102551,O102551,2494.76,cash
PAY102552,O102552,1353.35,card
PAY102553,O102553,1411.29,cash
PAY102554,O102554,851.8,cash
PAY102555,O102555,848.64,crypto
PAY102556,O102556,1645.39,paypal
PAY102557,O102557,,paypal
PAY102558,O102558,351.68,cash
PAY102559,O102559,1944.41,card
PAY102560,O102560,586.02,crypto
PAY102561,O102561,422.94,crypto
PAY102562,O102562,1124.48,paypal
PAY102563,O102563,503.97,crypto
PAY102564,O102564,759.1,crypto
PAY102565,O102565,695.1,crypto
PAY102566,O102566,1124.68,cash
PAY102567,O102567,,paypal
PAY102568,O102568,2472.53,paypal
PAY102569,O102569,3249.24,card
PAY102570,O102570,,cash
PAY102571,O102571,845.66,crypto
PAY102572,O102572,2187.82,cash
PAY102573,O102573,1715.69,crypto
PAY102574,O102574,1384.92,crypto
PAY102575,O102575,152.34,card
PAY102576,O102576,1733.44,card
PAY102577,O102577,,card
PAY102578,O102578,967.3,crypto
PAY102579,O102579,1200.77,crypto
PAY102580,O102580,2762.43,cash
PAY102581,O102581,141.0,paypal
PAY102582,O102582,932.18,crypto
PAY102583,O102583,1795.05,cash
PAY102584,O102584,722.42,cash
PAY102585,O102585,3742.71,crypto
PAY102586,O102586,876.66,crypto
PAY102587,O102587,1734.2,card
PAY102588,O102588,2237.88,card
PAY102589,O102589,1452.82,card
PAY102590,O102590,,cash
PAY102591,O102591,,card
PAY102592,O102592,2955.06,crypto
PAY102593,O102593,1879.8,card
PAY102594,O102594,2156.98,crypto
PAY102595,O102595,1387.41,crypto
PAY102596,O102596,714.22,paypal
PAY102597,O102597,458.99,paypal
PAY102598,O102598,884.71,card
PAY102599,O102599,1629.7,crypto
PAY102600,O102600,2160.55,paypal
PAY102601,O102601,1425.56,cash
PAY102602,O102602,132.74,paypal
PAY102603,O102603,1161.91,card
PAY102604,O102604,2231.98,cash
PAY102605,O102605,220.64,cash
PAY102606,O102606,,crypto
PAY102607,O102607,,crypto
PAY102608,O102608,2149.93,crypto
PAY102609,O102609,1153.33,crypto
PAY102610,O102610,877.81,paypal
PAY102611,O102611,1457.76,card
PAY102612,O102612,845.54,card
PAY102613,O102613,1946.55,crypto
PAY102614,O102614,1601.96,paypal
PAY102615,O102615,2335.87,paypal
PAY102616,O102616,1308.79,paypal
PAY102617,O102617,1681.36,card
PAY102618,O102618,1764.54,crypto
PAY102619,O102619,1842.71,paypal
PAY102620,O102620,1812.54,paypal
PAY102621,O102621,1732.78,crypto
PAY102622,O102622,49.62,paypal
PAY102623,O102623,2580.99,card
PAY102624,O102624,404.35,cash
PAY102625,O102625,116.46,card
PAY102626,O102626,438.06,crypto
PAY102627,O102627,2092.2,crypto
PAY102628,O102628,3481.64,card
PAY102629,O102629,1836.3,cash
PAY102630,O102630,754.73,crypto
PAY102631,O102631,1497.51,crypto
PAY102632,O102632,219.92,card
PAY102633,O102633,3137.88,cash
PAY102634,O102634,766.2,cash
PAY102635,O102635,1571.59,cash
PAY102636,O102636,1626.35,crypto
PAY102637,O102637,1539.33,cash
PAY102638,O102638,1961.76,card
PAY102639,O102639,251.67,crypto
PAY102640,O102640,818.3,cash
PAY102641,O102641,575.03,paypal
PAY102642,O102642,1433.39,cash
PAY102643,O102643,1143.47,cash
PAY102644,O102644,3157.81,crypto
PAY102645,O102645,1806.63,card
PAY102646,O102646,1342.46,paypal
PAY102647,O102647,2986.69,crypto
PAY102648,O102648,312.42,cash
PAY102649,O102649,2291.72,crypto
PAY102650,O102650,1173.86,crypto
PAY102651,O102651,496.61,paypal
PAY102652,O102652,,cash
PAY102653,O102653,2887.75,crypto
PAY102654,O102654,1019.16,card
PAY102655,O102655,580.64,paypal
PAY102656,O102656,1884.27,crypto
PAY102657,O102657,1135.89,paypal
PAY102658,O102658,435.72,crypto
PAY102659,O102659,1549.11,crypto
PAY102660,O102660,2902.25,crypto
PAY102661,O102661,505.1,card
PAY102662,O102662,,card
PAY102663,O102663,633.76,card
PAY102664,O102664,180.36,crypto
PAY102665,O102665,,card
PAY102666,O102666,2132.7,paypal
PAY102667,O102667,,card
PAY102668,O102668,1354.46,paypal
PAY102669,O102669,529.18,cash
PAY102670,O102670,683.84,cash
PAY102671,O102671,209.79,card
PAY102672,O102672,1505.77,card
PAY102673,O102673,493.42,paypal
PAY102674,O102674,1411.55,crypto
PAY102675,O102675,1766.12,paypal
PAY102676,O102676,1570.72,cash
PAY102677,O102677,1226.66,crypto
PAY102678,O102678,2176.48,paypal
PAY102679,O102679,1852.92,card
PAY102680,O102680,281.07,cash
PAY102681,O102681,,cash
PAY102682,O102682,2815.57,card
PAY102683,O102683,,paypal
PAY102684,O102684,1907.03,card
PAY102685,O102685,377.49,paypal
PAY102686,O102686,947.6,cash
PAY102687,O102687,428.8,card
PAY102688,O102688,1307.76,cash
PAY102689,O102689,1040.25,cash
PAY102690,O102690,1099.92,crypto
PAY102691,O102691,1678.31,card
PAY102692,O102692,776.52,cash
PAY102693,O102693,,paypal
PAY102694,O102694,2025.14,card
PAY102695,O102695,3301.53,paypal
PAY102696,O102696,460.09,paypal
PAY102697,O102697,3549.03,paypal
PAY102698,O102698,1443.24,card
PAY102699,O102699,789.89,paypal
PAY102700,O102700,564.72,card
PAY102701,O102701,1170.86,crypto
PAY102702,O102702,643.03,paypal
PAY102703,O102703,3374.31,card
PAY102704,O102704,1290.49,paypal
PAY102705,O102705,626.6,cash
PAY102706,O102706,363.56,paypal
PAY102707,O102707,1283.07,cash
PAY102708,O102708,663.96,cash
PAY102709,O102709,1025.76,paypal
PAY102710,O102710,886.58,paypal
PAY102711,O102711,415.99,cash
PAY102712,O102712,,crypto
PAY102713,O102713,15.6,card
PAY102714,O102714,1026.83,paypal
PAY102715,O102715,503.45,cash
PAY102716,O102716,317.35,card
PAY102717,O102717,1691.79,paypal
PAY102718,O102718,121.01,card
PAY102719,O102719,3194.03,cash
PAY102720,O102720,2787.29,paypal
PAY102721,O102721,1780.07,crypto
PAY102722,O102722,2040.38,card
PAY102723,O102723,1724.0,paypal
PAY102724,O102724,1307.37,card
PAY102725,O102725,1335.51,card
PAY102726,O102726,1417.49,paypal
PAY102727,O102727,3307.19,paypal
PAY102728,O102728,144.96,paypal
PAY102729,O102729,457.94,cash
PAY102730,O102730,548.55,paypal
PAY102731,O102731,911.88,card
PAY102732,O102732,1249.78,paypal
PAY102733,O102733,2283.18,cash
PAY102734,O102734,795.06,cash
PAY102735,O102735,2252.77,paypal
PAY102736,O102736,,card
PAY102737,O102737,1669.33,cash
PAY102738,O102738,,card
PAY102739,O102739,1570.2,crypto
PAY102740,O102740,621.59,cash
PAY102741,O102741,1998.27,crypto
PAY102742,O102742,1606.17,cash
PAY102743,O102743,1201.29,card
PAY102744,O102744,199.8,crypto
PAY102745,O102745,2322.73,card
PAY102746,O102746,1007.67,cash
PAY102747,O102747,1000.15,card
PAY102748,O102748,1898.71,crypto
PAY102749,O102749,277.59,paypal
PAY102750,O102750,1555.18,paypal
PAY102751,O102751,1350.78,cash
PAY102752,O102752,1748.27,paypal
PAY102753,O102753,2552.72,cash
PAY102754,O102754,897.0,card
PAY102755,O102755,,card
PAY102756,O102756,1705.71,crypto
PAY102757,O102757,962.62,crypto
PAY102758,O102758,1693.25,paypal
PAY102759,O102759,1078.96,card
PAY102760,O102760,453.72,crypto
PAY102761,O102761,1027.21,paypal
PAY102762,O102762,1421.92,cash
PAY102763,O102763,1268.75,crypto
PAY102764,O102764,3396.9,crypto
PAY102765,O102765,1693.58,paypal
PAY102766,O102766,115.24,crypto
PAY102767,O102767,,paypal
PAY102768,O102768,2036.21,crypto
PAY102769,O102769,269.14,card
PAY102770,O102770,1321.83,card
PAY102771,O102771,1971.7,card
PAY102772,O102772,,crypto
PAY102773,O102773,188.85,paypal
PAY102774,O102774,1012.89,card
PAY102775,O102775,4312.06,cash
PAY102776,O102776,1101.74,crypto
PAY102777,O102777,1824.85,paypal
PAY102778,O102778,1346.55,crypto
PAY102779,O102779,1098.4,paypal
PAY102780,O102780,2000.37,paypal
PAY102781,O102781,789.11,crypto
PAY102782,O102782,952.4,cash
PAY102783,O102783,2958.21,cash
PAY102784,O102784,1371.19,crypto
PAY102785,O102785,926.17,card
PAY102786,O102786,1313.2,card
PAY102787,O102787,1547.27,paypal
PAY102788,O102788,2157.76,card
PAY102789,O102789,2100.98,crypto
PAY102790,O102790,,crypto
PAY102791,O102791,3475.05,cash
PAY102792,O102792,1361.84,card
PAY102793,O102793,311.16,card
PAY102794,O102794,942.27,paypal
PAY102795,O102795,,crypto
PAY102796,O102796,708.76,crypto
PAY102797,O102797,462.56,crypto
PAY102798,O102798,1612.2,cash
PAY102799,O102799,683.69,cash
PAY102800,O102800,1945.43,cash
PAY102801,O102801,1303.83,crypto
PAY102802,O102802,2311.7,crypto
PAY102803,O102803,3559.43,card
PAY102804,O102804,75.22,crypto
PAY102805,O102805,1104.66,crypto
PAY102806,O102806,1244.36,cash
PAY102807,O102807,2479.61,card
PAY102808,O102808,1342.81,crypto
PAY102809,O102809,599.68,paypal
PAY102810,O102810,,cash
PAY102811,O102811,1344.86,paypal
PAY102812,O102812,761.98,card
PAY102813,O102813,1430.25,cash
PAY102814,O102814,891.51,card
PAY102815,O102815,2630.92,crypto
PAY102816,O102816,1355.64,cash
PAY102817,O102817,1961.7,card
PAY102818,O102818,,card
PAY102819,O102819,1956.78,card
PAY102820,O102820,2052.81,paypal
PAY102821,O102821,,cash
PAY102822,O102822,1387.56,card
PAY102823,O102823,2498.71,cash
PAY102824,O102824,2174.47,crypto
PAY102825,O102825,1042.45,crypto
PAY102826,O102826,1367.48,card
PAY102827,O102827,2647.48,cash
PAY102828,O102828,2427.11,card
PAY102829,O102829,349.94,card
PAY102830,O102830,1562.34,paypal
PAY102831,O102831,653.89,cash
PAY102832,O102832,1184.64,paypal
PAY102833,O102833,2754.18,card
PAY102834,O102834,2201.18,paypal
PAY102835,O102835,,paypal
PAY102836,O102836,828.99,paypal
PAY102837,O102837,2960.49,crypto
PAY102838,O102838,387.74,crypto
PAY102839,O102839,3537.25,paypal
PAY102840,O102840,823.94,cash
PAY102841,O102841,597.99,crypto
PAY102842,O102842,775.17,paypal
PAY102843,O102843,3695.13,card
PAY102844,O102844,355.89,crypto
PAY102845,O102845,406.29,card
PAY102846,O102846,1546.94,paypal
PAY102847,O102847,113.82,paypal
PAY102848,O102848,569.88,paypal
PAY102849,O102849,992.95,card
PAY102850,O102850,2012.9,crypto
PAY102851,O102851,44.39,paypal
PAY102852,O102852,3247.02,cash
PAY102853,O102853,1758.0,paypal
PAY102854,O102854,2029.75,crypto
PAY102855,O102855,268.47,crypto
PAY102856,O102856,803.21,cash
PAY102857,O102857,2809.81,paypal
PAY102858,O102858,2449.71,crypto
PAY102859,O102859,2080.25,crypto
PAY102860,O102860,2549.24,crypto
PAY102861,O102861,404.03,card
PAY102862,O102862,725.97,crypto
PAY102863,O102863,2281.35,crypto
PAY102864,O102864,1908.63,card
PAY102865,O102865,2179.74,paypal
PAY102866,O102866,520.42,cash
PAY102867,O102867,2303.64,card
PAY102868,O102868,1468.2,card
PAY102869,O102869,2002.53,card
PAY102870,O102870,725.08,crypto
PAY102871,O102871,3961.69,paypal
PAY102872,O102872,1710.69,paypal
PAY102873,O102873,682.38,paypal
PAY102874,O102874,1551.86,cash
PAY102875,O102875,1229.69,paypal
PAY102876,O102876,443.54,cash
PAY102877,O102877,2647.09,crypto
PAY102878,O102878,1823.26,paypal
PAY102879,O102879,917.46,cash
PAY102880,O102880,1932.15,crypto
PAY102881,O102881,314.96,crypto
PAY102882,O102882,339.18,cash
PAY102883,O102883,1847.07,crypto
PAY102884,O102884,1710.99,crypto
PAY102885,O102885,1792.39,paypal
PAY102886,O102886,1612.81,cash
PAY102887,O102887,1973.89,crypto
PAY102888,O102888,,card
PAY102889,O102889,1383.21,card
PAY102890,O102890,2864.99,crypto
PAY102891,O102891,1053.09,paypal
PAY102892,O102892,2740.67,card
PAY102893,O102893,2927.28,paypal
PAY102894,O102894,2264.81,crypto
PAY102895,O102895,3492.53,cash
PAY102896,O102896,1922.1,crypto
PAY102897,O102897,1295.59,crypto
PAY102898,O102898,2100.09,card
PAY102899,O102899,1836.98,cash
PAY102900,O102900,3182.37,paypal
PAY102901,O102901,1752.04,paypal
PAY102902,O102902,1097.98,cash
PAY102903,O102903,2175.43,paypal
PAY102904,O102904,4695.13,card
PAY102905,O102905,,crypto
PAY102906,O102906,3050.07,paypal
PAY102907,O102907,770.23,card
PAY102908,O102908,440.92,paypal
PAY102909,O102909,1657.6,card
PAY102910,O102910,2544.37,paypal
PAY102911,O102911,1778.18,paypal
PAY102912,O102912,151.4,cash
PAY102913,O102913,1940.09,cash
PAY102914,O102914,1357.23,card
PAY102915,O102915,1530.9,cash
PAY102916,O102916,2445.61,crypto
PAY102917,O102917,1965.34,cash
PAY102918,O102918,276.93,card
PAY102919,O102919,1351.44,cash
PAY102920,O102920,175.42,card
PAY102921,O102921,2374.32,crypto
PAY102922,O102922,275.46,card
PAY102923,O102923,85.34,card
PAY102924,O102924,1514.4,crypto
PAY102925,O102925,1478.36,crypto
PAY102926,O102926,113.94,card
PAY102927,O102927,2196.51,paypal
PAY102928,O102928,455.44,paypal
PAY102929,O102929,898.77,card
PAY102930,O102930,1249.55,cash
PAY102931,O102931,1042.0,card
PAY102932,O102932,1023.52,card
PAY102933,O102933,369.57,cash
PAY102934,O102934,176.44,crypto
PAY102935,O102935,3085.82,card
PAY102936,O102936,591.12,paypal
PAY102937,O102937,427.28,crypto
PAY102938,O102938,2094.94,crypto
PAY102939,O102939,1239.46,card
PAY102940,O102940,1157.71,paypal
PAY102941,O102941,1441.07,cash
PAY102942,O102942,1578.98,cash
PAY102943,O102943,395.11,cash
PAY102944,O102944,520.28,paypal
PAY102945,O102945,985.71,crypto
PAY102946,O102946,1265.96,crypto
PAY102947,O102947,1931.18,card
PAY102948,O102948,2064.53,crypto
PAY102949,O102949,2610.89,crypto
PAY102950,O102950,546.02,cash
PAY102951,O102951,3787.06,cash
PAY102952,O102952,1672.84,cash
PAY102953,O102953,1676.11,crypto
PAY102954,O102954,2979.38,card
PAY102955,O102955,1100.16,crypto
PAY102956,O102956,2016.87,card
PAY102957,O102957,148.08,crypto
PAY102958,O102958,1432.47,paypal
PAY102959,O102959,1265.12,crypto
PAY102960,O102960,767.52,paypal
PAY102961,O102961,1995.27,card
PAY102962,O102962,885.81,crypto
PAY102963,O102963,2804.81,crypto
PAY102964,O102964,1843.46,card
PAY102965,O102965,3389.38,cash
PAY102966,O102966,3124.51,cash
PAY102967,O102967,2200.13,paypal
PAY102968,O102968,1528.8,crypto
PAY102969,O102969,81.93,cash
PAY102970,O102970,3605.68,card
PAY102971,O102971,2400.39,card
PAY102972,O102972,2903.46,crypto
PAY102973,O102973,3890.46,paypal
PAY102974,O102974,3332.08,card
PAY102975,O102975,707.82,crypto
PAY102976,O102976,2115.54,paypal
PAY102977,O102977,965.42,cash
PAY102978,O102978,837.43,crypto
PAY102979,O102979,1561.16,paypal
PAY102980,O102980,612.53,card
PAY102981,O102981,2500.97,cash
PAY102982,O102982,1360.75,card
PAY102983,O102983,1236.85,card
PAY102984,O102984,2051.18,cash
PAY102985,O102985,2260.38,crypto
PAY102986,O102986,789.67,crypto
PAY102987,O102987,1703.3,crypto
PAY102988,O102988,2163.32,card
PAY102989,O102989,1361.11,card
PAY102990,O102990,2822.95,crypto
PAY102991,O102991,1196.98,crypto
PAY102992,O102992,1130.13,cash
PAY102993,O102993,624.96,card
PAY102994,O102994,2785.17,paypal
PAY102995,O102995,1105.91,crypto
PAY102996,O102996,876.48,crypto
PAY102997,O102997,2308.41,card
PAY102998,O102998,1117.89,crypto
PAY102999,O102999,1763.68,crypto
PAY103000,O103000,511.9,card
PAY103001,O103001,1338.44,crypto
PAY103002,O103002,470.66,cash
PAY103003,O103003,676.0,paypal
PAY103004,O103004,393.74,card
PAY103005,O103005,1884.45,cash
PAY103006,O103006,2073.78,card
PAY103007,O103007,476.06,card
PAY103008,O103008,575.79,card
PAY103009,O103009,2638.59,paypal
PAY103010,O103010,1740.16,cash
PAY103011,O103011,2582.26,paypal
PAY103012,O103012,,card
PAY103013,O103013,2569.71,crypto
PAY103014,O103014,153.31,paypal
PAY103015,O103015,1465.55,crypto
PAY103016,O103016,980.63,card
PAY103017,O103017,1192.41,crypto
PAY103018,O103018,161.66,paypal
PAY103019,O103019,520.77,cash
PAY103020,O103020,1728.3,crypto
PAY103021,O103021,790.68,paypal
PAY103022,O103022,2953.95,cash
PAY103023,O103023,368.04,card
PAY103024,O103024,2884.92,cash
PAY103025,O103025,1433.57,card
PAY103026,O103026,2554.23,paypal
PAY103027,O103027,260.52,paypal
PAY103028,O103028,1868.06,cash
PAY103029,O103029,748.95,paypal
PAY103030,O103030,1720.62,paypal
PAY103031,O103031,425.45,card
PAY103032,O103032,1744.09,paypal
PAY103033,O103033,1130.16,crypto
PAY103034,O103034,640.42,card
PAY103035,O103035,329.93,crypto
PAY103036,O103036,2722.23,cash
PAY103037,O103037,3277.81,crypto
PAY103038,O103038,1761.15,paypal
PAY103039,O103039,1694.23,cash
PAY103040,O103040,1810.53,paypal
PAY103041,O103041,438.58,cash
PAY103042,O103042,735.03,cash
PAY103043,O103043,2050.19,card
PAY103044,O103044,652.89,crypto
PAY103045,O103045,471.71,paypal
PAY103046,O103046,2561.81,cash
PAY103047,O103047,,card
PAY103048,O103048,994.39,cash
PAY103049,O103049,1594.75,crypto
PAY103050,O103050,1752.05,cash
PAY103051,O103051,1874.27,crypto
PAY103052,O103052,2247.6,cash
PAY103053,O103053,3005.07,crypto
PAY103054,O103054,469.1,paypal
PAY103055,O103055,572.98,crypto
PAY103056,O103056,2047.44,crypto
PAY103057,O103057,2142.64,paypal
PAY103058,O103058,1778.65,crypto
PAY103059,O103059,1488.01,cash
PAY103060,O103060,1051.87,cash
PAY103061,O103061,2366.94,cash
PAY103062,O103062,458.35,paypal
PAY103063,O103063,877.53,crypto
PAY103064,O103064,3014.89,crypto
PAY103065,O103065,877.2,cash
PAY103066,O103066,622.26,crypto
PAY103067,O103067,1265.85,cash
PAY103068,O103068,628.68,cash
PAY103069,O103069,3235.76,cash
PAY103070,O103070,2228.29,paypal
PAY103071,O103071,,card
PAY103072,O103072,1948.18,card
PAY103073,O103073,1713.66,crypto
PAY103074,O103074,1973.64,cash
PAY103075,O103075,548.83,card
PAY103076,O103076,2477.16,card
PAY103077,O103077,2359.18,crypto
PAY103078,O103078,2228.59,paypal
PAY103079,O103079,1939.53,crypto
PAY103080,O103080,1297.35,crypto
PAY103081,O103081,,cash
PAY103082,O103082,1319.73,paypal
PAY103083,O103083,541.82,crypto
PAY103084,O103084,461.88,card
PAY103085,O103085,814.5,card
PAY103086,O103086,3317.15,crypto
PAY103087,O103087,1945.8,cash
PAY103088,O103088,1244.78,cash
PAY103089,O103089,1185.0,crypto
PAY103090,O103090,2199.36,paypal
PAY103091,O103091,2699.65,cash
PAY103092,O103092,1075.76,card
PAY103093,O103093,2182.08,paypal
PAY103094,O103094,1300.24,crypto
PAY103095,O103095,936.77,paypal
PAY103096,O103096,1579.95,cash
PAY103097,O103097,,cash
PAY103098,O103098,1608.87,card
PAY103099,O103099,1644.22,crypto
PAY103100,O103100,1631.81,paypal
PAY103101,O103101,2331.44,paypal
PAY103102,O103102,2776.01,paypal
PAY103103,O103103,3473.41,paypal
PAY103104,O103104,2172.31,card
PAY103105,O103105,2504.78,card
PAY103106,O103106,,card
PAY103107,O103107,1945.46,cash
PAY103108,O103108,764.12,card
PAY103109,O103109,1069.11,card
PAY103110,O103110,1440.36,crypto
PAY103111,O103111,434.68,crypto
PAY103112,O103112,2457.57,crypto
PAY103113,O103113,2160.45,crypto
PAY103114,O103114,623.56,card
PAY103115,O103115,,card
PAY103116,O103116,2833.75,cash
PAY103117,O103117,2060.67,paypal
PAY103118,O103118,719.4,paypal
PAY103119,O103119,1437.44,crypto
PAY103120,O103120,1336.8,cash
PAY103121,O103121,4028.9,card
PAY103122,O103122,256.46,paypal
PAY103123,O103123,455.96,crypto
PAY103124,O103124,292.41,crypto
PAY103125,O103125,3292.37,paypal
PAY103126,O103126,789.83,paypal
PAY103127,O103127,1029.57,paypal
PAY103128,O103128,1736.81,card
PAY103129,O103129,18.62,paypal
PAY103130,O103130,2949.19,cash
PAY103131,O103131,1323.56,cash
PAY103132,O103132,2057.79,paypal
PAY103133,O103133,1308.62,card
PAY103134,O103134,184.47,crypto
PAY103135,O103135,1129.48,paypal
PAY103136,O103136,1364.01,paypal
PAY103137,O103137,660.48,paypal
PAY103138,O103138,819.84,cash
PAY103139,O103139,1988.4,cash
PAY103140,O103140,4211.95,crypto
PAY103141,O103141,654.81,card
PAY103142,O103142,461.5,paypal
PAY103143,O103143,1028.07,paypal
PAY103144,O103144,1846.83,paypal
PAY103145,O103145,1637.24,crypto
PAY103146,O103146,500.2,paypal
PAY103147,O103147,421.09,cash
PAY103148,O103148,2064.33,card
PAY103149,O103149,2060.73,cash
PAY103150,O103150,1521.01,paypal
PAY103151,O103151,1164.48,crypto
PAY103152,O103152,2348.5,cash
PAY103153,O103153,483.24,card
PAY103154,O103154,2495.44,crypto
PAY103155,O103155,2316.01,paypal
PAY103156,O103156,1025.73,paypal
PAY103157,O103157,1575.12,crypto
PAY103158,O103158,338.4,cash
PAY103159,O103159,998.82,cash
PAY103160,O103160,749.82,crypto
PAY103161,O103161,1349.79,cash
PAY103162,O103162,1056.25,card
PAY103163,O103163,541.89,crypto
PAY103164,O103164,165.48,card
PAY103165,O103165,3674.01,crypto
PAY103166,O103166,1877.79,card
PAY103167,O103167,55.47,paypal
PAY103168,O103168,,paypal
PAY103169,O103169,1411.66,cash
PAY103170,O103170,2041.08,crypto
PAY103171,O103171,,paypal
PAY103172,O103172,254.37,crypto
PAY103173,O103173,1212.93,crypto
PAY103174,O103174,2582.58,card
