shipment_id,order_id,shipped_date,delivery_status
S102939,O102939,2024-12-02 23:37:17,in_transit
S102940,O102940,2025-12-16 09:03:51,delivered
S102941,O102941,2025-11-10 20:09:47,delivered
S102942,O102942,2025-12-01 06:14:51,delayed
S102943,O102943,2025-12-23 13:19:24,delivered
S102944,O102944,2024-08-15 04:58:25,in_transit
S102945,O102945,2025-09-27 21:10:54,delayed
S102946,O102946,2024-11-25 06:02:38,delayed
S102947,O102947,2025-07-30 04:35:50,in_transit
S102948,O102948,2024-06-29 05:04:14,in_transit
S102949,O102949,2024-09-26 20:26:32,in_transit
S102950,O102950,2024-06-26 12:22:37,delayed
S102951,O102951,2024-09-27 05:09:16,delivered
S102952,O102952,2026-06-04 15:02:46,delivered
S102953,O102953,2025-07-04 19:14:15,delivered
S102954,O102954,2026-05-20 04:48:51,delivered
S102955,O102955,2025-02-25 12:37:05,delayed
S102956,O102956,2026-02-19 04:31:16,in_transit
S102957,O102957,2024-07-14 10:59:08,delivered
S102958,O102958,2025-07-15 13:46:34,delayed
S102959,O102959,2026-03-12 08:02:12,delayed
S102960,O102960,2024-11-01 16:34:02,delivered
S102961,O102961,2024-11-01 13:33:59,in_transit
S102962,O102962,2024-10-05 04:50:40,in_transit
S102963,O102963,2026-02-12 10:43:46,delayed
S102964,O102964,2024-08-02 07:15:41,in_transit
S102965,O102965,2026-04-12 23:50:33,delayed
S102966,O102966,2024-08-02 22:40:26,in_transit
S102967,O102967,2025-07-17 23:13:35,delivered
S102968,O102968,2025-07-28 12:36:47,in_transit
S102969,O102969,2024-07-11 02:06:55,delivered
S102970,O102970,2025-04-05 04:29:36,delivered
S102971,O102971,2025-06-16 17:32:28,delayed
S102972,O102972,2025-03-03 21:37:45,delivered
S102973,O102973,2024-12-27 21:12:39,delayed
S102974,O102974,2024-09-04 21:38:51,delivered
S102975,O102975,2026-01-28 13:31:37,delivered
S102976,O102976,2025-02-19 10:25:20,delivered
S102977,O102977,2024-10-16 09:24:58,in_transit
S102978,O102978,2024-09-12 06:20:10,in_transit
S102979,O102979,2025-02-14 12:08:52,delivered
S102980,O102980,2026-02-03 20:19:44,delayed
S102981,O102981,2024-07-31 01:46:45,delivered
S102982,O102982,2026-02-28 16:59:11,delayed
S102983,O102983,2025-12-06 23:32:39,delivered
S102984,O102984,2025-02-09 19:37:23,delivered
S102985,O102985,2026-02-23 19:54:41,delayed
S102986,O102986,2024-10-31 16:35:59,delayed
S102987,O102987,2024-06-24 21:08:12,in_transit
S102988,O102988,2024-10-18 11:02:53,delayed
S102989,O102989,2024-12-31 23:04:16,delivered
S102990,O102990,2026-03-28 12:25:55,delayed
S102991,O102991,2025-04-17 01:54:31,in_transit
S102992,O102992,2025-11-21 01:49:59,delivered
S102993,O102993,2024-06-23 03:39:23,delivered
S102994,O102994,2025-12-22 17:44:55,delivered
S102995,O102995,2025-12-06 17:45:40,delayed
S102996,O102996,2024-09-06 14:01:54,delivered
S102997,O102997,2025-08-21 09:46:23,delivered
S102998,O102998,2025-06-13 10:40:47,delayed
S102999,O102999,2024-11-01 07:22:10,delivered
S103000,O103000,2025-12-10 11:04:24,delayed
S103001,O103001,2025-12-16 17:22:07,delayed
S103002,O103002,2024-07-31 01:42:42,in_transit
S103003,O103003,2025-12-14 18:09:29,delivered
S103004,O103004,2025-11-23 17:52:27,delayed
S103005,O103005,2025-06-03 09:09:02,in_transit
S103006,O103006,2024-06-30 20:33:41,delayed
S103007,O103007,2025-05-14 19:49:40,delivered
S103008,O103008,2025-01-08 16:10:20,in_transit
S103009,O103009,2024-09-25 01:49:43,delayed
S103010,O103010,2026-04-16 21:49:44,in_transit
S103011,O103011,2025-11-08 23:47:43,delivered
S103012,O103012,2024-07-25 03:08:17,delayed
S103013,O103013,2024-09-08 09:43:00,delivered
S103014,O103014,2025-04-08 23:14:24,delayed
S103015,O103015,2024-07-04 11:02:57,in_transit
S103016,O103016,2025-04-20 03:41:38,delivered
S103017,O103017,2025-09-21 14:43:05,in_transit
S103018,O103018,2025-10-05 04:38:52,delayed
S103019,O103019,2024-09-21 07:25:05,delayed
S103020,O103020,2025-06-22 04:16:30,delivered
S103021,O103021,2024-08-08 23:31:13,delivered
S103022,O103022,2025-08-20 04:48:27,delayed
S103023,O103023,2025-02-13 16:02:36,in_transit
S103024,O103024,2025-12-20 08:34:28,delayed
S103025,O103025,2025-05-21 14:32:59,in_transit
S103026,O103026,2025-07-02 13:25:00,delivered
S103027,O103027,2024-09-01 13:11:11,in_transit
S103028,O103028,2025-07-21 00:36:37,delayed
S103029,O103029,2025-10-18 19:58:27,in_transit
S103030,O103030,2024-12-25 11:44:22,delivered
S103031,O103031,2024-07-06 07:32:19,in_transit
S103032,O103032,2026-01-19 16:38:50,delayed
S103033,O103033,2025-10-29 16:32:52,delayed
S103034,O103034,2025-12-30 12:56:05,in_transit
S103035,O103035,2024-08-08 16:54:59,delayed
S103036,O103036,2025-09-27 12:23:19,delivered
S103037,O103037,2026-02-12 23:28:45,in_transit
S103038,O103038,2025-04-12 20:37:23,in_transit
S103039,O103039,2025-05-18 01:44:09,in_transit
S103040,O103040,2024-07-09 06:15:11,delayed
S103041,O103041,2026-03-31 16:32:45,in_transit
S103042,O103042,2025-10-31 15:01:02,in_transit
S103043,O103043,2025-08-18 16:45:20,in_transit
S103044,O103044,2026-04-27 22:58:20,in_transit
S103045,O103045,2024-09-01 17:17:56,delivered
S103046,O103046,2024-11-18 20:24:52,delayed
S103047,O103047,2025-08-21 19:34:44,delivered
S103048,O103048,2024-12-15 17:23:28,in_transit
S103049,O103049,2025-09-30 09:59:46,delayed
S103050,O103050,2025-05-09 10:25:05,in_transit
S103051,O103051,2024-10-04 04:52:32,delivered
S103052,O103052,2024-10-22 12:44:21,in_transit
S103053,O103053,2025-11-06 18:05:24,delivered
S103054,O103054,2026-01-19 12:13:46,delivered
S103055,O103055,2025-06-28 16:38:59,delayed
S103056,O103056,2026-05-04 00:38:18,in_transit
S103057,O103057,2024-12-01 18:53:35,in_transit
S103058,O103058,2024-11-16 09:27:53,in_transit
S103059,O103059,2025-07-27 22:30:17,delayed
S103060,O103060,2026-04-23 20:17:33,delivered
S103061,O103061,2026-01-26 06:49:35,delayed
S103062,O103062,2025-09-19 08:12:37,delayed
S103063,O103063,2025-08-30 01:51:37,delivered
S103064,O103064,2025-06-02 01:43:15,in_transit
S103065,O103065,2026-05-22 04:37:36,delivered
S103066,O103066,2024-06-19 08:32:05,delivered
S103067,O103067,2025-08-26 05:16:27,delivered
S103068,O103068,2025-05-29 20:45:50,in_transit
S103069,O103069,2025-03-30 12:10:52,delivered
S103070,O103070,2026-03-25 16:22:41,delayed
S103071,O103071,2025-12-14 17:01:14,delivered
S103072,O103072,2025-12-25 17:06:15,delivered
S103073,O103073,2025-03-02 13:45:24,delayed
S103074,O103074,2026-04-24 10:41:24,in_transit
S103075,O103075,2024-07-31 07:06:36,delayed
S103076,O103076,2025-06-02 06:30:58,in_transit
S103077,O103077,2025-06-02 04:05:38,in_transit
S103078,O103078,2025-12-21 09:33:02,in_transit
S103079,O103079,2025-02-08 22:46:46,in_transit
S103080,O103080,2025-04-12 18:36:06,delayed
S103081,O103081,2024-06-21 23:57:31,in_transit
S103082,O103082,2025-04-21 04:42:58,delayed
S103083,O103083,2025-04-16 01:57:00,delivered
S103084,O103084,2024-09-06 12:50:11,delayed
S103085,O103085,2025-10-12 09:19:11,delivered
S103086,O103086,2025-07-26 02:35:34,delayed
S103087,O103087,2024-07-14 09:00:13,delivered
S103088,O103088,2025-05-01 16:27:48,delayed
S103089,O103089,2025-09-13 06:00:27,delayed
S103090,O103090,2024-08-03 16:22:42,delayed
S103091,O103091,2026-03-23 12:41:52,delayed
S103092,O103092,2026-05-26 23:35:34,delivered
S103093,O103093,2025-05-01 15:24:50,in_transit
S103094,O103094,2026-04-03 04:04:33,delayed
S103095,O103095,2025-02-20 00:47:14,delivered
S103096,O103096,2026-02-02 05:35:48,delayed
S103097,O103097,2025-01-03 15:13:09,in_transit
S103098,O103098,2025-02-08 06:19:21,delivered
S103099,O103099,2024-10-05 02:54:57,delivered
S103100,O103100,2025-12-05 21:43:12,delivered
S103101,O103101,2024-07-30 01:01:09,delayed
S103102,O103102,2024-10-16 17:16:27,delayed
S103103,O103103,2024-06-27 11:37:41,in_transit
S103104,O103104,2025-02-28 17:29:39,in_transit
S103105,O103105,2024-12-13 01:02:05,delayed
S103106,O103106,2025-11-12 15:01:10,delayed
S103107,O103107,2026-03-31 11:43:20,delivered
S103108,O103108,2024-07-03 11:04:48,delayed
S103109,O103109,2025-08-24 03:15:53,delivered
S103110,O103110,2026-02-18 08:53:02,in_transit
S103111,O103111,2024-11-14 23:26:28,delayed
S103112,O103112,2025-08-02 02:55:20,in_transit
S103113,O103113,2025-12-23 10:44:47,delayed
S103114,O103114,2024-10-27 23:53:29,delayed
S103115,O103115,2026-05-13 09:40:30,delivered
S103116,O103116,2024-08-02 22:38:36,delayed
S103117,O103117,2025-08-09 23:18:47,in_transit
S103118,O103118,2026-03-05 20:43:30,delayed
S103119,O103119,2025-07-05 05:23:05,in_transit
S103120,O103120,2025-04-14 18:51:22,delayed
S103121,O103121,2024-12-14 02:53:02,in_transit
S103122,O103122,2025-12-31 08:33:45,in_transit
S103123,O103123,2025-12-04 03:48:39,in_transit
S103124,O103124,2024-08-31 19:11:27,delayed
S103125,O103125,2025-03-23 08:42:39,delivered
S103126,O103126,2025-09-01 14:45:08,in_transit
S103127,O103127,2024-09-16 00:30:15,in_transit
S103128,O103128,2026-03-17 05:09:20,delivered
S103129,O103129,2025-04-20 15:42:48,in_transit
S103130,O103130,2025-01-23 21:33:24,in_transit
S103131,O103131,2025-06-15 11:39:43,delayed
S103132,O103132,2024-08-22 17:01:21,delivered
S103133,O103133,2025-11-03 07:07:47,in_transit
S103134,O103134,2026-01-21 03:26:00,delayed
S103135,O103135,2024-06-26 12:49:45,delayed
S103136,O103136,2025-03-16 15:10:42,delayed
S103137,O103137,2026-04-01 15:59:30,delayed
S103138,O103138,2026-03-03 13:49:43,delivered
S103139,O103139,2024-09-08 16:08:13,delivered
S103140,O103140,2026-03-31 12:50:28,delayed
S103141,O103141,2025-09-15 11:27:49,delivered
S103142,O103142,2024-12-17 08:37:02,delayed
S103143,O103143,2026-04-19 11:11:22,in_transit
S103144,O103144,2026-03-08 23:42:38,in_transit
S103145,O103145,2026-05-30 10:01:38,delayed
S103146,O103146,2025-03-25 03:27:45,in_transit
S103147,O103147,2024-12-07 21:07:27,delayed
S103148,O103148,2025-05-27 13:40:07,in_transit
S103149,O103149,2026-03-08 22:38:51,in_transit
S103150,O103150,2025-01-06 00:42:23,delivered
S103151,O103151,2025-06-19 00:41:23,delayed
S103152,O103152,2025-11-22 18:38:07,delivered
S103153,O103153,2024-11-18 08:20:05,delayed
S103154,O103154,2024-06-24 02:48:28,in_transit
S103155,O103155,2025-09-29 14:40:08,delayed
S103156,O103156,2025-10-01 07:32:07,delayed
S103157,O103157,2025-12-22 02:37:04,delayed
S103158,O103158,2026-01-21 22:02:35,delayed
S103159,O103159,2024-08-27 20:17:48,in_transit
S103160,O103160,2024-07-22 23:42:54,in_transit
S103161,O103161,2025-02-17 19:56:53,delivered
S103162,O103162,2025-06-08 14:40:05,delayed
S103163,O103163,2026-04-21 01:34:55,delivered
S103164,O103164,2025-04-02 19:54:06,in_transit
S103165,O103165,2025-11-29 09:55:01,in_transit
S103166,O103166,2024-07-04 23:43:04,delayed
S103167,O103167,2025-06-10 20:48:32,delayed
S103168,O103168,2024-08-13 06:32:24,delivered
S103169,O103169,2025-02-12 08:53:45,in_transit
S103170,O103170,2025-03-10 05:39:13,delivered
S103171,O103171,2025-04-03 08:47:46,in_transit
S103172,O103172,2024-12-15 01:15:18,in_transit
S103173,O103173,2025-12-25 07:36:34,delivered
S103174,O103174,2026-03-15 19:29:34,in_transit
S103175,O103175,2025-04-10 09:06:38,in_transit
S103176,O103176,2025-04-30 04:58:21,delivered
S103177,O103177,2025-03-22 20:37:32,in_transit
S103178,O103178,2025-08-21 10:01:14,delivered
S103179,O103179,2026-03-25 14:33:03,delayed
S103180,O103180,2025-03-16 20:58:07,in_transit
S103181,O103181,2025-10-18 21:52:23,delivered
S103182,O103182,2025-08-03 15:15:18,in_transit
S103183,O103183,2025-06-24 06:03:52,in_transit
S103184,O103184,2024-08-15 16:05:25,delivered
S103185,O103185,2024-10-08 23:14:31,delayed
S103186,O103186,2024-10-11 08:15:41,delivered
S103187,O103187,2025-04-20 19:39:51,in_transit
S103188,O103188,2025-03-08 17:40:35,delayed
S103189,O103189,2024-07-26 10:50:01,delayed
S103190,O103190,2025-01-13 22:40:05,in_transit
S103191,O103191,2025-04-11 18:03:51,delivered
S103192,O103192,2026-01-14 02:37:06,delivered
S103193,O103193,2026-02-14 05:39:53,in_transit
S103194,O103194,2024-11-29 12:21:11,delivered
S103195,O103195,2025-07-27 08:49:57,delivered
S103196,O103196,2025-02-24 07:04:12,delivered
S103197,O103197,2025-05-20 06:38:35,delayed
S103198,O103198,2026-05-17 12:16:04,delayed
S103199,O103199,2026-02-21 22:21:01,delivered
S103200,O103200,2024-12-29 18:00:54,in_transit
S103201,O103201,2025-03-31 23:12:17,in_transit
S103202,O103202,2025-11-05 15:14:07,in_transit
S103203,O103203,2025-01-13 22:32:29,in_transit
S103204,O103204,2025-03-19 08:14:22,delivered
S103205,O103205,2026-06-03 00:50:56,delivered
S103206,O103206,2025-02-22 17:53:15,in_transit
S103207,O103207,2024-12-03 13:47:30,delivered
S103208,O103208,2025-05-31 01:30:37,in_transit
S103209,O103209,2025-08-25 01:17:30,in_transit
S103210,O103210,2025-09-13 14:36:41,delayed
S103211,O103211,2025-11-20 00:31:08,in_transit
S103212,O103212,2026-02-03 12:10:56,delayed
S103213,O103213,2025-09-21 01:45:49,in_transit
S103214,O103214,2026-03-25 15:30:33,delivered
S103215,O103215,2026-02-14 03:00:14,delayed
S103216,O103216,2025-01-29 16:11:41,delivered
S103217,O103217,2025-06-02 15:43:58,in_transit
S103218,O103218,2024-07-16 12:07:40,delayed
S103219,O103219,2026-01-20 19:37:06,in_transit
S103220,O103220,2025-02-08 17:37:49,in_transit
S103221,O103221,2026-05-31 06:53:58,delivered
S103222,O103222,2025-07-27 05:50:12,delayed
S103223,O103223,2025-09-06 10:10:44,delivered
S103224,O103224,2025-05-10 08:49:03,delivered
S103225,O103225,2026-04-08 13:23:59,delayed
S103226,O103226,2025-09-08 04:38:46,delivered
S103227,O103227,2026-02-27 14:19:20,in_transit
S103228,O103228,2025-06-09 15:26:59,delayed
S103229,O103229,2026-01-14 07:09:25,delayed
S103230,O103230,2024-06-13 12:57:26,delayed
S103231,O103231,2025-08-01 13:54:57,delayed
S103232,O103232,2024-08-10 02:27:15,delayed
S103233,O103233,2025-06-23 00:12:11,delayed
S103234,O103234,2025-08-27 20:12:01,in_transit
S103235,O103235,2024-08-08 23:55:35,delayed
S103236,O103236,2025-02-26 22:26:41,delivered
S103237,O103237,2025-10-05 07:46:54,delivered
S103238,O103238,2025-04-19 15:22:14,delivered
S103239,O103239,2025-04-26 17:53:35,delayed
S103240,O103240,2024-08-17 15:51:48,delivered
S103241,O103241,2025-03-03 15:19:11,in_transit
S103242,O103242,2025-04-21 15:38:26,delivered
S103243,O103243,2025-12-18 05:33:24,delayed
S103244,O103244,2024-09-07 06:17:23,in_transit
S103245,O103245,2025-02-26 02:10:53,in_transit
S103246,O103246,2024-07-02 15:14:53,in_transit
S103247,O103247,2024-10-29 05:33:10,delivered
S103248,O103248,2024-06-26 12:14:42,delivered
S103249,O103249,2024-11-25 21:06:01,delayed
S103250,O103250,2025-09-02 01:27:58,in_transit
S103251,O103251,2026-03-31 01:22:06,delayed
S103252,O103252,2024-07-16 12:02:55,delayed
S103253,O103253,2024-06-13 10:37:13,delayed
S103254,O103254,2026-04-06 17:49:37,in_transit
S103255,O103255,2026-01-30 13:18:15,in_transit
S103256,O103256,2025-05-22 09:01:26,delayed
S103257,O103257,2025-05-09 04:45:20,in_transit
S103258,O103258,2025-03-07 18:04:06,delivered
S103259,O103259,2026-05-17 22:37:36,in_transit
S103260,O103260,2025-03-11 22:33:37,delivered
S103261,O103261,2025-04-08 22:07:22,in_transit
S103262,O103262,2025-12-07 04:33:53,delayed
S103263,O103263,2025-11-05 15:35:09,delayed
S103264,O103264,2025-04-30 00:09:47,delivered
S103265,O103265,2026-04-27 16:41:43,delivered
S103266,O103266,2025-03-25 04:17:10,in_transit
S103267,O103267,2025-08-04 17:46:18,delivered
S103268,O103268,2024-11-09 17:33:03,delayed
S103269,O103269,2025-06-04 08:29:09,in_transit
S103270,O103270,2026-03-16 12:26:48,delivered
S103271,O103271,2026-03-10 13:25:36,delayed
S103272,O103272,2024-12-28 01:09:56,delayed
S103273,O103273,2024-10-31 18:45:11,in_transit
S103274,O103274,2025-09-03 23:48:31,in_transit
S103275,O103275,2025-06-03 16:02:00,in_transit
S103276,O103276,2026-03-23 00:49:31,in_transit
S103277,O103277,2025-06-03 05:21:38,delivered
S103278,O103278,2025-02-25 13:30:01,in_transit
S103279,O103279,2025-05-15 14:10:10,delivered
S103280,O103280,2025-06-15 12:46:53,delayed
S103281,O103281,2025-12-30 21:35:25,in_transit
S103282,O103282,2025-09-26 21:18:01,in_transit
S103283,O103283,2025-11-06 06:48:32,in_transit
S103284,O103284,2026-01-14 04:46:51,in_transit
S103285,O103285,2026-02-18 04:42:42,in_transit
S103286,O103286,2026-05-24 18:44:41,in_transit
S103287,O103287,2025-08-12 19:04:42,in_transit
S103288,O103288,2024-11-26 01:20:28,delivered
S103289,O103289,2025-03-23 14:18:22,in_transit
S103290,O103290,2024-11-27 09:42:05,in_transit
S103291,O103291,2024-07-04 10:08:16,in_transit
S103292,O103292,2025-02-04 09:41:19,delivered
S103293,O103293,2024-07-31 10:27:08,in_transit
S103294,O103294,2026-02-07 14:26:58,in_transit
S103295,O103295,2025-04-22 20:25:02,delayed
S103296,O103296,2025-04-24 15:24:31,in_transit
S103297,O103297,2024-06-22 15:45:29,delayed
S103298,O103298,2025-06-30 18:06:34,delayed
S103299,O103299,2025-03-25 06:18:52,in_transit
S103300,O103300,2025-07-05 19:16:33,in_transit
S103301,O103301,2024-08-17 21:53:15,in_transit
S103302,O103302,2025-03-16 02:35:11,delayed
S103303,O103303,2025-03-23 17:54:20,delivered
S103304,O103304,2026-01-01 07:45:27,delivered
S103305,O103305,2025-08-01 09:19:01,in_transit
S103306,O103306,2025-04-25 06:07:58,in_transit
S103307,O103307,2026-02-06 03:50:24,delayed
S103308,O103308,2024-08-27 08:54:56,delayed
S103309,O103309,2025-09-04 01:41:50,delivered
S103310,O103310,2026-01-02 08:48:21,delayed
S103311,O103311,2024-08-02 16:52:43,delivered
S103312,O103312,2024-07-18 04:31:15,in_transit
S103313,O103313,2026-05-06 16:16:43,delivered
S103314,O103314,2026-03-07 17:10:30,delivered
S103315,O103315,2025-01-15 01:28:39,in_transit
S103316,O103316,2026-04-07 18:12:22,delivered
S103317,O103317,2026-03-04 07:29:59,delayed
S103318,O103318,2024-07-22 22:52:39,delayed
S103319,O103319,2025-02-13 09:58:34,in_transit
S103320,O103320,2024-06-12 17:14:21,in_transit
S103321,O103321,2025-01-11 22:10:36,delayed
S103322,O103322,2024-12-26 01:42:48,delayed
S103323,O103323,2026-02-17 16:34:30,delayed
S103324,O103324,2025-12-04 02:30:55,delayed
S103325,O103325,2025-04-04 09:41:36,delivered
S103326,O103326,2025-07-10 09:07:19,delayed
S103327,O103327,2024-08-22 09:36:13,in_transit
S103328,O103328,2025-11-24 23:42:07,in_transit
S103329,O103329,2024-08-01 01:26:21,delayed
S103330,O103330,2025-10-10 21:49:32,delivered
S103331,O103331,2026-01-18 02:35:56,delayed
S103332,O103332,2025-11-28 12:16:49,delayed
S103333,O103333,2026-03-12 09:33:51,in_transit
S103334,O103334,2026-03-01 03:54:51,in_transit
S103335,O103335,2025-09-06 16:03:04,delivered
S103336,O103336,2026-05-02 23:52:59,delivered
S103337,O103337,2025-03-08 13:03:23,delivered
S103338,O103338,2024-07-08 17:11:21,in_transit
S103339,O103339,2025-11-09 07:38:06,delivered
S103340,O103340,2026-02-02 07:31:41,delayed
S103341,O103341,2024-07-20 16:12:32,delayed
S103342,O103342,2026-06-01 21:57:30,in_transit
S103343,O103343,2025-09-29 17:56:27,delayed
S103344,O103344,2025-09-26 08:28:11,delivered
S103345,O103345,2025-02-06 20:44:28,delayed
S103346,O103346,2025-03-15 19:31:19,delivered
S103347,O103347,2025-12-03 04:53:38,delivered
S103348,O103348,2025-01-08 00:45:46,delivered
S103349,O103349,2024-06-27 16:19:15,delayed
S103350,O103350,2025-02-07 01:07:38,in_transit
S103351,O103351,2025-12-24 16:12:23,delivered
S103352,O103352,2024-07-13 16:46:15,delayed
S103353,O103353,2026-04-14 16:14:31,in_transit
S103354,O103354,2026-06-05 16:38:19,delayed
S103355,O103355,2025-01-22 16:17:43,in_transit
S103356,O103356,2025-03-07 08:14:41,delayed
S103357,O103357,2026-01-11 13:56:31,delivered
S103358,O103358,2025-10-20 00:43:41,delayed
S103359,O103359,2025-03-11 13:22:59,in_transit
S103360,O103360,2024-12-14 02:02:20,delivered
S103361,O103361,2025-12-17 18:47:34,delivered
S103362,O103362,2025-01-06 12:50:19,delayed
S103363,O103363,2026-03-16 20:21:05,delivered
S103364,O103364,2026-02-17 22:26:30,in_transit
S103365,O103365,2024-11-05 16:23:36,delivered
S103366,O103366,2025-06-15 19:46:01,in_transit
S103367,O103367,2025-10-23 23:06:20,in_transit
S103368,O103368,2025-01-28 21:31:58,in_transit
S103369,O103369,2025-08-09 08:20:48,delivered
S103370,O103370,2025-03-03 13:58:31,delivered
S103371,O103371,2025-09-12 17:35:18,delayed
S103372,O103372,2024-09-16 21:58:57,in_transit
S103373,O103373,2025-06-25 10:34:39,in_transit
S103374,O103374,2024-07-09 16:18:02,delayed
S103375,O103375,2025-07-18 09:30:45,delayed
S103376,O103376,2024-08-04 23:40:03,in_transit
S103377,O103377,2026-05-20 11:15:50,in_transit
S103378,O103378,2024-09-01 10:42:29,delayed
S103379,O103379,2025-11-05 01:19:06,delivered
S103380,O103380,2024-08-21 20:17:29,delayed
S103381,O103381,2024-06-06 21:42:16,in_transit
S103382,O103382,2025-12-19 04:17:16,in_transit
S103383,O103383,2025-10-14 07:22:07,delivered
S103384,O103384,2025-03-13 18:36:31,in_transit
S103385,O103385,2024-06-13 18:46:37,in_transit
S103386,O103386,2024-11-26 18:45:01,delayed
S103387,O103387,2024-10-12 15:27:42,delivered
S103388,O103388,2024-12-28 13:28:03,delayed
S103389,O103389,2026-03-21 15:27:52,delivered
S103390,O103390,2025-11-20 18:43:13,in_transit
S103391,O103391,2025-03-05 14:08:34,delayed
S103392,O103392,2024-08-25 06:17:18,delayed
S103393,O103393,2025-12-16 10:10:14,delayed
S103394,O103394,2025-04-03 13:09:17,delivered
S103395,O103395,2026-04-25 09:13:26,in_transit
S103396,O103396,2024-08-04 13:10:31,in_transit
S103397,O103397,2024-06-23 01:20:46,delivered
S103398,O103398,2025-10-02 04:34:54,delayed
S103399,O103399,2024-06-30 04:03:10,in_transit
S103400,O103400,2025-04-17 13:30:29,in_transit
S103401,O103401,2025-04-23 22:45:41,delayed
S103402,O103402,2025-02-09 08:49:21,delivered
S103403,O103403,2024-06-23 03:31:13,in_transit
S103404,O103404,2025-10-13 14:09:11,delayed
S103405,O103405,2024-09-22 21:25:36,delayed
S103406,O103406,2024-09-16 16:16:31,delayed
S103407,O103407,2025-06-07 03:13:42,delivered
S103408,O103408,2025-07-26 08:11:57,in_transit
S103409,O103409,2025-11-30 10:30:13,delivered
S103410,O103410,2025-03-18 09:06:22,delivered
S103411,O103411,2024-06-12 05:02:08,delayed
S103412,O103412,2025-10-28 10:23:06,delayed
S103413,O103413,2026-05-25 10:12:38,delayed
S103414,O103414,2025-08-26 15:00:55,delivered
S103415,O103415,2025-07-18 17:04:25,in_transit
S103416,O103416,2025-09-16 18:55:51,delayed
S103417,O103417,2026-05-09 18:29:44,in_transit
S103418,O103418,2026-02-09 07:49:42,in_transit
S103419,O103419,2025-12-07 12:59:37,in_transit
S103420,O103420,2025-11-11 10:04:08,delayed
S103421,O103421,2024-12-23 14:43:10,in_transit
S103422,O103422,2026-01-24 03:54:27,delivered
S103423,O103423,2026-05-11 02:50:40,delivered
S103424,O103424,2024-07-29 19:22:44,delivered
S103425,O103425,2025-02-06 17:59:07,delayed
S103426,O103426,2024-09-08 01:01:52,delivered
S103427,O103427,2025-12-03 14:01:17,in_transit
S103428,O103428,2024-06-09 04:36:22,delayed
S103429,O103429,2025-07-17 20:06:39,delayed
S103430,O103430,2024-06-05 19:31:36,in_transit
S103431,O103431,2026-01-13 06:52:39,delivered
S103432,O103432,2024-08-21 08:59:10,in_transit
S103433,O103433,2025-08-20 09:27:09,in_transit
S103434,O103434,2024-08-31 18:00:40,delayed
S103435,O103435,2025-03-23 00:34:25,delivered
S103436,O103436,2024-07-08 01:13:22,delivered
S103437,O103437,2026-03-11 04:40:30,delivered
S103438,O103438,2026-05-18 13:59:12,in_transit
S103439,O103439,2026-02-17 02:10:57,delayed
S103440,O103440,2025-10-28 04:48:05,delayed
S103441,O103441,2026-01-15 06:43:16,delayed
S103442,O103442,2024-08-07 19:25:25,delivered
S103443,O103443,2024-06-27 23:02:05,delivered
S103444,O103444,2025-05-08 04:11:31,delayed
S103445,O103445,2025-06-10 07:12:01,in_transit
S103446,O103446,2024-09-14 10:15:57,delayed
S103447,O103447,2025-12-03 13:51:35,in_transit
S103448,O103448,2025-01-09 01:50:03,delayed
S103449,O103449,2025-08-27 21:25:33,in_transit
S103450,O103450,2026-01-27 19:02:57,delayed
S103451,O103451,2025-03-08 07:16:33,delivered
S103452,O103452,2025-01-26 14:13:04,delivered
S103453,O103453,2025-09-02 08:44:55,delivered
S103454,O103454,2026-02-02 16:13:01,delivered
S103455,O103455,2025-09-07 20:02:57,delayed
S103456,O103456,2024-09-11 23:33:36,delivered
S103457,O103457,2025-05-25 05:59:18,in_transit
S103458,O103458,2024-07-30 11:52:47,in_transit
S103459,O103459,2026-03-01 18:11:35,delivered
S103460,O103460,2025-12-31 05:32:06,delivered
S103461,O103461,2025-08-04 14:22:43,delivered
S103462,O103462,2024-11-25 22:08:38,delayed
S103463,O103463,2025-10-07 03:52:02,in_transit
S103464,O103464,2025-12-30 22:20:57,in_transit
S103465,O103465,2025-09-13 20:16:00,in_transit
S103466,O103466,2025-12-15 19:06:46,delayed
S103467,O103467,2025-03-14 22:04:12,delayed
S103468,O103468,2024-11-07 14:38:39,in_transit
S103469,O103469,2024-06-16 10:29:02,in_transit
S103470,O103470,2025-01-05 02:53:56,in_transit
S103471,O103471,2025-02-13 21:37:12,delivered
S103472,O103472,2025-10-08 07:37:35,delayed
S103473,O103473,2024-08-26 00:56:40,in_transit
S103474,O103474,2024-11-17 21:21:40,delivered
S103475,O103475,2024-06-24 19:16:38,in_transit
S103476,O103476,2026-04-09 23:27:04,in_transit
S103477,O103477,2025-12-23 02:14:06,delayed
S103478,O103478,2024-11-26 01:23:33,in_transit
S103479,O103479,2026-02-08 03:28:18,delayed
S103480,O103480,2026-03-17 14:07:10,delayed
S103481,O103481,2026-02-03 08:14:07,in_transit
S103482,O103482,2024-10-24 17:46:23,delivered
S103483,O103483,2026-03-26 09:45:58,in_transit
S103484,O103484,2025-04-18 19:22:10,in_transit
S103485,O103485,2024-06-20 14:52:20,in_transit
S103486,O103486,2024-11-22 18:54:26,delivered
S103487,O103487,2024-07-08 07:54:07,delayed
S103488,O103488,2025-04-11 16:40:53,delivered
S103489,O103489,2025-02-07 13:09:23,delivered
